lane,index,frame,bin,re,im
A,2127,32,79,-1,0
A,2128,32,80,-1,0
A,2129,32,81,-1,0
A,2130,32,82,0,0
A,2131,32,83,0,0
A,2132,32,84,-2,0
A,2133,32,85,-1,0
A,2134,32,86,-1,0
A,2135,32,87,0,0
A,2136,32,88,-2,0
A,2137,32,89,1,0
A,2138,32,90,-1,0
A,2139,32,91,0,0
A,2140,32,92,-2,0
A,2141,32,93,2,0
A,2142,32,94,-1,0
A,2143,32,95,1,0
A,2144,32,96,-1,0
A,2145,32,97,-1,0
A,2146,32,98,0,0
A,2147,32,99,-2,0
A,2148,32,100,-1,0
A,2149,32,101,-1,0
A,2150,32,102,-1,0
A,2151,32,103,-2,0
A,2152,32,104,-1,0
A,2153,32,105,-1,0
A,2154,32,106,1,0
A,2155,32,107,-1,0
A,2156,32,108,0,0
A,2157,32,109,-1,0
A,2158,32,110,1,0
A,2159,32,111,-1,0
A,2160,32,112,-1,0
A,2161,32,113,-2,0
A,2162,32,114,-2,0
A,2163,32,115,-3,0
A,2164,32,116,-2,0
A,2165,32,117,-2,0
A,2166,32,118,-2,0
A,2167,32,119,-1,0
A,2168,32,120,-2,0
A,2169,32,121,-2,0
A,2170,32,122,-1,0
A,2171,32,123,-2,0
A,2172,32,124,-1,0
A,2173,32,125,-1,0
A,2174,32,126,-2,0
A,2175,32,127,-1,0
A,2176,34,0,1,0
A,2177,34,1,3,0
A,2178,34,2,0,0
A,2179,34,3,3,0
A,2180,34,4,-1,0
A,2181,34,5,2,0
A,2182,34,6,1,0
A,2183,34,7,2,0
A,2184,34,8,1,0
A,2185,34,9,1,0
A,2186,34,10,1,0
A,2187,34,11,2,0
A,2188,34,12,0,0
A,2189,34,13,3,0
A,2190,34,14,2,0
A,2191,34,15,-1,0
A,2192,34,16,0,0
A,2193,34,17,2,0
A,2194,34,18,1,0
A,2195,34,19,2,0
A,2196,34,20,0,0
A,2197,34,21,2,0
A,2198,34,22,1,0
A,2199,34,23,1,0
A,2200,34,24,0,0
A,2201,34,25,3,0
A,2202,34,26,1,0
A,2203,34,27,1,0
A,2204,34,28,-1,0
A,2205,34,29,2,0
A,2206,34,30,1,0
A,2207,34,31,2,0
A,2208,34,32,2,0
A,2209,34,33,1,0
A,2210,34,34,2,0
A,2211,34,35,0,0
A,2212,34,36,1,0
A,2213,34,37,-1,0
A,2214,34,38,0,0
A,2215,34,39,1,0
A,2216,34,40,1,0
A,2217,34,41,1,0
A,2218,34,42,4,0
A,2219,34,43,0,0
A,2220,34,44,3,0
A,2221,34,45,1,0
A,2222,34,46,2,0
A,2223,34,47,1,0
A,2224,34,48,1,0
A,2225,34,49,0,0
A,2226,34,50,-2,0
A,2227,34,51,0,0
A,2228,34,52,0,0
A,2229,34,53,0,0
A,2230,34,54,-2,0
A,2231,34,55,0,0
A,2232,34,56,0,0
A,2233,34,57,2,0
A,2234,34,58,0,0
A,2235,34,59,1,0
A,2236,34,60,0,0
A,2237,34,61,1,0
A,2238,34,62,1,0
A,2239,34,63,1,0
A,2240,34,64,0,0
A,2241,34,65,-1,0
A,2242,34,66,1,0
A,2243,34,67,-2,0
A,2244,34,68,1,0
A,2245,34,69,-2,0
A,2246,34,70,0,0
A,2247,34,71,0,0
A,2248,34,72,1,0
A,2249,34,73,-2,0
A,2250,34,74,0,0
A,2251,34,75,-1,0
A,2252,34,76,1,0
A,2253,34,77,-1,0
A,2254,34,78,-1,0
A,2255,34,79,-1,0
A,2256,34,80,0,0
A,2257,34,81,-1,0
A,2258,34,82,0,0
A,2259,34,83,-2,0
A,2260,34,84,0,0
A,2261,34,85,-1,0
A,2262,34,86,-1,0
A,2263,34,87,-1,0
A,2264,34,88,1,0
A,2265,34,89,-1,0
A,2266,34,90,0,0
A,2267,34,91,-2,0
A,2268,34,92,0,0
A,2269,34,93,-3,0
A,2270,34,94,-1,0
A,2271,34,95,0,0
A,2272,34,96,0,0
A,2273,34,97,-1,0
A,2274,34,98,-1,0
A,2275,34,99,0,0
A,2276,34,100,-3,0
A,2277,34,101,-1,0
A,2278,34,102,-2,0
A,2279,34,103,0,0
A,2280,34,104,-2,0
A,2281,34,105,-2,0
A,2282,34,106,-4,0
A,2283,34,107,0,0
A,2284,34,108,-3,0
A,2285,34,109,0,0
A,2286,34,110,-2,0
A,2287,34,111,-1,0
A,2288,34,112,0,0
A,2289,34,113,-1,0
A,2290,34,114,0,0
A,2291,34,115,1,0
A,2292,34,116,0,0
A,2293,34,117,1,0
A,2294,34,118,1,0
A,2295,34,119,0,0
A,2296,34,120,-1,0
A,2297,34,121,1,0
A,2298,34,122,-1,0
A,2299,34,123,0,0
A,2300,34,124,-1,0
A,2301,34,125,0,0
A,2302,34,126,0,0
A,2303,34,127,0,0
A,2304,36,0,-1,0
A,2305,36,1,-3,0
A,2306,36,2,1,0
A,2307,36,3,-4,0
A,2308,36,4,1,0
A,2309,36,5,-5,0
A,2310,36,6,0,0
A,2311,36,7,-3,0
A,2312,36,8,0,0
A,2313,36,9,-3,0
A,2314,36,10,0,0
A,2315,36,11,-3,0
A,2316,36,12,-1,0
A,2317,36,13,-6,0
A,2318,36,14,-3,0
A,2319,36,15,-4,0
A,2320,36,16,-2,0
A,2321,36,17,-3,0
A,2322,36,18,-1,0
A,2323,36,19,-5,0
A,2324,36,20,-1,0
A,2325,36,21,-6,0
A,2326,36,22,-2,0
A,2327,36,23,-4,0
A,2328,36,24,-1,0
A,2329,36,25,-5,0
A,2330,36,26,-2,0
A,2331,36,27,-4,0
A,2332,36,28,-2,0
A,2333,36,29,-5,0
A,2334,36,30,-4,0
A,2335,36,31,-2,0
A,2336,36,32,0,0
A,2337,36,33,-2,0
A,2338,36,34,1,0
A,2339,36,35,-3,0
A,2340,36,36,1,0
A,2341,36,37,-3,0
A,2342,36,38,0,0
A,2343,36,39,-1,0
A,2344,36,40,1,0
A,2345,36,41,-2,0
A,2346,36,42,0,0
A,2347,36,43,-2,0
A,2348,36,44,0,0
A,2349,36,45,-2,0
A,2350,36,46,-3,0
A,2351,36,47,-1,0
A,2352,36,48,1,0
A,2353,36,49,-3,0
A,2354,36,50,-1,0
A,2355,36,51,-1,0
A,2356,36,52,-1,0
A,2357,36,53,0,0
A,2358,36,54,-1,0
A,2359,36,55,0,0
A,2360,36,56,-1,0
A,2361,36,57,-1,0
A,2362,36,58,-1,0
A,2363,36,59,0,0
A,2364,36,60,-1,0
A,2365,36,61,0,0
A,2366,36,62,-1,0
A,2367,36,63,0,0
A,2368,36,64,-2,0
A,2369,36,65,-1,0
A,2370,36,66,-1,0
A,2371,36,67,-2,0
A,2372,36,68,-2,0
A,2373,36,69,-1,0
A,2374,36,70,0,0
A,2375,36,71,-2,0
A,2376,36,72,-3,0
A,2377,36,73,-1,0
A,2378,36,74,-2,0
A,2379,36,75,-2,0
A,2380,36,76,-2,0
A,2381,36,77,-2,0
A,2382,36,78,-2,0
A,2383,36,79,-2,0
A,2384,36,80,-2,0
A,2385,36,81,-1,0
A,2386,36,82,-1,0
A,2387,36,83,-3,0
A,2388,36,84,-1,0
A,2389,36,85,-2,0
A,2390,36,86,0,0
A,2391,36,87,-3,0
A,2392,36,88,-2,0
A,2393,36,89,-2,0
A,2394,36,90,-1,0
A,2395,36,91,-4,0
A,2396,36,92,-2,0
A,2397,36,93,-2,0
A,2398,36,94,0,0
A,2399,36,95,-3,0
A,2400,36,96,-3,0
A,2401,36,97,0,0
A,2402,36,98,-1,0
A,2403,36,99,-1,0
A,2404,36,100,-2,0
A,2405,36,101,-1,0
A,2406,36,102,0,0
A,2407,36,103,-1,0
A,2408,36,104,-2,0
A,2409,36,105,0,0
A,2410,36,106,0,0
A,2411,36,107,-1,0
A,2412,36,108,-2,0
A,2413,36,109,0,0
A,2414,36,110,0,0
A,2415,36,111,-2,0
A,2416,36,112,-1,0
A,2417,36,113,1,0
A,2418,36,114,0,0
A,2419,36,115,0,0
A,2420,36,116,-1,0
A,2421,36,117,0,0
A,2422,36,118,0,0
A,2423,36,119,-1,0
A,2424,36,120,-2,0
A,2425,36,121,0,0
A,2426,36,122,0,0
A,2427,36,123,-2,0
A,2428,36,124,-1,0
A,2429,36,125,-1,0
A,2430,36,126,1,0
A,2431,36,127,-2,0
A,2432,38,0,3,0
A,2433,38,1,8,0
A,2434,38,2,6,0
A,2435,38,3,5,0
A,2436,38,4,4,0
A,2437,38,5,7,0
A,2438,38,6,8,0
A,2439,38,7,3,0
A,2440,38,8,2,0
A,2441,38,9,8,0
A,2442,38,10,8,0
A,2443,38,11,4,0
A,2444,38,12,5,0
A,2445,38,13,6,0
A,2446,38,14,9,0
A,2447,38,15,2,0
A,2448,38,16,2,0
A,2449,38,17,6,0
A,2450,38,18,5,0
A,2451,38,19,4,0
A,2452,38,20,3,0
A,2453,38,21,5,0
A,2454,38,22,6,0
A,2455,38,23,2,0
A,2456,38,24,2,0
A,2457,38,25,5,0
A,2458,38,26,6,0
A,2459,38,27,3,0
A,2460,38,28,4,0
A,2461,38,29,4,0
A,2462,38,30,6,0
A,2463,38,31,2,0
A,2464,38,32,1,0
A,2465,38,33,6,0
A,2466,38,34,4,0
A,2467,38,35,4,0
A,2468,38,36,2,0
A,2469,38,37,6,0
A,2470,38,38,7,0
A,2471,38,39,3,0
A,2472,38,40,1,0
A,2473,38,41,7,0
A,2474,38,42,6,0
A,2475,38,43,2,0
A,2476,38,44,4,0
A,2477,38,45,4,0
A,2478,38,46,7,0
A,2479,38,47,1,0
A,2480,38,48,1,0
A,2481,38,49,7,0
A,2482,38,50,6,0
A,2483,38,51,4,0
A,2484,38,52,3,0
A,2485,38,53,6,0
A,2486,38,54,7,0
A,2487,38,55,3,0
A,2488,38,56,1,0
A,2489,38,57,7,0
A,2490,38,58,6,0
A,2491,38,59,3,0
A,2492,38,60,4,0
A,2493,38,61,5,0
A,2494,38,62,7,0
A,2495,38,63,3,0
A,2496,38,64,-1,0
A,2497,38,65,-3,0
A,2498,38,66,2,0
A,2499,38,67,-6,0
A,2500,38,68,1,0
A,2501,38,69,-5,0
A,2502,38,70,1,0
A,2503,38,71,-4,0
A,2504,38,72,0,0
A,2505,38,73,-4,0
A,2506,38,74,2,0
A,2507,38,75,-4,0
A,2508,38,76,1,0
A,2509,38,77,-6,0
A,2510,38,78,-2,0
A,2511,38,79,-2,0
A,2512,38,80,0,0
A,2513,38,81,-3,0
A,2514,38,82,2,0
A,2515,38,83,-4,0
A,2516,38,84,1,0
A,2517,38,85,-4,0
A,2518,38,86,-1,0
A,2519,38,87,-2,0
A,2520,38,88,0,0
A,2521,38,89,-4,0
A,2522,38,90,0,0
A,2523,38,91,-4,0
A,2524,38,92,1,0
A,2525,38,93,-6,0
A,2526,38,94,-2,0
A,2527,38,95,-2,0
A,2528,38,96,2,0
A,2529,38,97,-4,0
A,2530,38,98,3,0
A,2531,38,99,-3,0
A,2532,38,100,2,0
A,2533,38,101,-5,0
A,2534,38,102,-1,0
A,2535,38,103,-1,0
A,2536,38,104,3,0
A,2537,38,105,-3,0
A,2538,38,106,0,0
A,2539,38,107,-2,0
A,2540,38,108,3,0
A,2541,38,109,-4,0
A,2542,38,110,-2,0
A,2543,38,111,2,0
A,2544,38,112,3,0
A,2545,38,113,-2,0
A,2546,38,114,2,0
A,2547,38,115,-2,0
A,2548,38,116,3,0
A,2549,38,117,-3,0
A,2550,38,118,1,0
A,2551,38,119,1,0
A,2552,38,120,3,0
A,2553,38,121,-3,0
A,2554,38,122,3,0
A,2555,38,123,-1,0
A,2556,38,124,4,0
A,2557,38,125,-3,0
A,2558,38,126,0,0
A,2559,38,127,3,0
A,2560,40,0,-3,0
A,2561,40,1,-6,0
A,2562,40,2,-6,0
A,2563,40,3,-4,0
A,2564,40,4,-4,0
A,2565,40,5,-5,0
A,2566,40,6,-7,0
A,2567,40,7,-2,0
A,2568,40,8,-3,0
A,2569,40,9,-4,0
A,2570,40,10,-5,0
A,2571,40,11,-2,0
A,2572,40,12,-4,0
A,2573,40,13,-3,0
A,2574,40,14,-5,0
A,2575,40,15,-3,0
A,2576,40,16,-3,0
A,2577,40,17,-5,0
A,2578,40,18,-5,0
A,2579,40,19,-4,0
A,2580,40,20,-3,0
A,2581,40,21,-4,0
A,2582,40,22,-4,0
A,2583,40,23,-3,0
A,2584,40,24,-3,0
A,2585,40,25,-3,0
A,2586,40,26,-3,0
A,2587,40,27,-3,0
A,2588,40,28,-4,0
A,2589,40,29,-4,0
A,2590,40,30,-4,0
A,2591,40,31,-3,0
A,2592,40,32,-5,0
A,2593,40,33,-5,0
A,2594,40,34,-7,0
A,2595,40,35,-4,0
A,2596,40,36,-7,0
A,2597,40,37,-4,0
A,2598,40,38,-6,0
A,2599,40,39,-3,0
A,2600,40,40,-6,0
A,2601,40,41,-3,0
A,2602,40,42,-6,0
A,2603,40,43,-3,0
A,2604,40,44,-6,0
A,2605,40,45,-2,0
A,2606,40,46,-4,0
A,2607,40,47,-4,0
A,2608,40,48,-5,0
A,2609,40,49,-5,0
A,2610,40,50,-5,0
A,2611,40,51,-3,0
A,2612,40,52,-4,0
A,2613,40,53,-3,0
A,2614,40,54,-4,0
A,2615,40,55,-4,0
A,2616,40,56,-5,0
A,2617,40,57,-2,0
A,2618,40,58,-5,0
A,2619,40,59,-4,0
A,2620,40,60,-5,0
A,2621,40,61,-3,0
A,2622,40,62,-4,0
A,2623,40,63,-4,0
A,2624,40,64,1,0
A,2625,40,65,2,0
A,2626,40,66,2,0
A,2627,40,67,3,0
A,2628,40,68,0,0
A,2629,40,69,3,0
A,2630,40,70,2,0
A,2631,40,71,2,0
A,2632,40,72,1,0
A,2633,40,73,3,0
A,2634,40,74,1,0
A,2635,40,75,2,0
A,2636,40,76,1,0
A,2637,40,77,3,0
A,2638,40,78,2,0
A,2639,40,79,1,0
A,2640,40,80,1,0
A,2641,40,81,2,0
A,2642,40,82,2,0
A,2643,40,83,1,0
A,2644,40,84,1,0
A,2645,40,85,2,0
A,2646,40,86,2,0
A,2647,40,87,0,0
A,2648,40,88,1,0
A,2649,40,89,4,0
A,2650,40,90,3,0
A,2651,40,91,2,0
A,2652,40,92,1,0
A,2653,40,93,2,0
A,2654,40,94,2,0
A,2655,40,95,1,0
A,2656,40,96,2,0
A,2657,40,97,5,0
A,2658,40,98,2,0
A,2659,40,99,3,0
A,2660,40,100,2,0
A,2661,40,101,4,0
A,2662,40,102,3,0
A,2663,40,103,4,0
A,2664,40,104,2,0
A,2665,40,105,5,0
A,2666,40,106,3,0
A,2667,40,107,3,0
A,2668,40,108,3,0
A,2669,40,109,4,0
A,2670,40,110,4,0
A,2671,40,111,3,0
A,2672,40,112,2,0
A,2673,40,113,4,0
A,2674,40,114,3,0
A,2675,40,115,3,0
A,2676,40,116,3,0
A,2677,40,117,5,0
A,2678,40,118,4,0
A,2679,40,119,3,0
A,2680,40,120,1,0
A,2681,40,121,5,0
A,2682,40,122,4,0
A,2683,40,123,2,0
A,2684,40,124,2,0
A,2685,40,125,3,0
A,2686,40,126,4,0
A,2687,40,127,1,0
A,2688,42,0,-1,0
A,2689,42,1,-6,0
A,2690,42,2,-1,0
A,2691,42,3,-5,0
A,2692,42,4,-1,0
A,2693,42,5,-7,0
A,2694,42,6,-5,0
A,2695,42,7,-2,0
A,2696,42,8,0,0
A,2697,42,9,-6,0
A,2698,42,10,-2,0
A,2699,42,11,-3,0
A,2700,42,12,0,0
A,2701,42,13,-4,0
A,2702,42,14,-3,0
A,2703,42,15,-2,0
A,2704,42,16,-1,0
A,2705,42,17,-6,0
A,2706,42,18,-2,0
A,2707,42,19,-5,0
A,2708,42,20,0,0
A,2709,42,21,-6,0
A,2710,42,22,-5,0
A,2711,42,23,-3,0
A,2712,42,24,-1,0
A,2713,42,25,-5,0
A,2714,42,26,-2,0
A,2715,42,27,-4,0
A,2716,42,28,0,0
A,2717,42,29,-6,0
A,2718,42,30,-3,0
A,2719,42,31,-1,0
A,2720,42,32,0,0
A,2721,42,33,-3,0
A,2722,42,34,-1,0
A,2723,42,35,-2,0
A,2724,42,36,-1,0
A,2725,42,37,-3,0
A,2726,42,38,-3,0
A,2727,42,39,-1,0
A,2728,42,40,-1,0
A,2729,42,41,-3,0
A,2730,42,42,-1,0
A,2731,42,43,-1,0
A,2732,42,44,-1,0
A,2733,42,45,-2,0
A,2734,42,46,-2,0
A,2735,42,47,1,0
A,2736,42,48,0,0
A,2737,42,49,-2,0
A,2738,42,50,-2,0
A,2739,42,51,-2,0
A,2740,42,52,-2,0
A,2741,42,53,-1,0
A,2742,42,54,-2,0
A,2743,42,55,1,0
A,2744,42,56,0,0
A,2745,42,57,-2,0
A,2746,42,58,-1,0
A,2747,42,59,-1,0
A,2748,42,60,0,0
A,2749,42,61,-2,0
A,2750,42,62,0,0
A,2751,42,63,1,0
A,2752,42,64,1,0
A,2753,42,65,5,0
A,2754,42,66,1,0
A,2755,42,67,3,0
A,2756,42,68,0,0
A,2757,42,69,4,0
A,2758,42,70,3,0
A,2759,42,71,1,0
A,2760,42,72,0,0
A,2761,42,73,2,0
A,2762,42,74,2,0
A,2763,42,75,2,0
A,2764,42,76,1,0
A,2765,42,77,1,0
A,2766,42,78,3,0
A,2767,42,79,1,0
A,2768,42,80,1,0
A,2769,42,81,0,0
A,2770,42,82,1,0
A,2771,42,83,-1,0
A,2772,42,84,2,0
A,2773,42,85,0,0
A,2774,42,86,1,0
A,2775,42,87,0,0
A,2776,42,88,0,0
A,2777,42,89,-1,0
A,2778,42,90,1,0
A,2779,42,91,0,0
A,2780,42,92,0,0
A,2781,42,93,2,0
A,2782,42,94,0,0
A,2783,42,95,2,0
A,2784,42,96,2,0
A,2785,42,97,4,0
A,2786,42,98,3,0
A,2787,42,99,2,0
A,2788,42,100,3,0
A,2789,42,101,3,0
A,2790,42,102,4,0
A,2791,42,103,2,0
A,2792,42,104,3,0
A,2793,42,105,4,0
A,2794,42,106,5,0
A,2795,42,107,1,0
A,2796,42,108,3,0
A,2797,42,109,2,0
A,2798,42,110,5,0
A,2799,42,111,2,0
A,2800,42,112,2,0
A,2801,42,113,4,0
A,2802,42,114,5,0
A,2803,42,115,2,0
A,2804,42,116,4,0
A,2805,42,117,2,0
A,2806,42,118,5,0
A,2807,42,119,1,0
A,2808,42,120,1,0
A,2809,42,121,1,0
A,2810,42,122,2,0
A,2811,42,123,1,0
A,2812,42,124,2,0
A,2813,42,125,2,0
A,2814,42,126,1,0
A,2815,42,127,1,0
A,2816,44,0,0,0
A,2817,44,1,1,0
A,2818,44,2,4,0
A,2819,44,3,-3,0
A,2820,44,4,3,0
A,2821,44,5,-3,0
A,2822,44,6,4,0
A,2823,44,7,-2,0
A,2824,44,8,2,0
A,2825,44,9,-2,0
A,2826,44,10,3,0
A,2827,44,11,-2,0
A,2828,44,12,3,0
A,2829,44,13,-3,0
A,2830,44,14,2,0
A,2831,44,15,-1,0
A,2832,44,16,1,0
A,2833,44,17,-1,0
A,2834,44,18,4,0
A,2835,44,19,-4,0
A,2836,44,20,3,0
A,2837,44,21,-3,0
A,2838,44,22,1,0
A,2839,44,23,-1,0
A,2840,44,24,2,0
A,2841,44,25,-1,0
A,2842,44,26,3,0
A,2843,44,27,-3,0
A,2844,44,28,4,0
A,2845,44,29,-2,0
A,2846,44,30,1,0
A,2847,44,31,1,0
A,2848,44,32,2,0
A,2849,44,33,3,0
A,2850,44,34,6,0
A,2851,44,35,1,0
A,2852,44,36,3,0
A,2853,44,37,1,0
A,2854,44,38,5,0
A,2855,44,39,1,0
A,2856,44,40,4,0
A,2857,44,41,2,0
A,2858,44,42,6,0
A,2859,44,43,0,0
A,2860,44,44,6,0
A,2861,44,45,0,0
A,2862,44,46,5,0
A,2863,44,47,2,0
A,2864,44,48,3,0
A,2865,44,49,3,0
A,2866,44,50,5,0
A,2867,44,51,0,0
A,2868,44,52,4,0
A,2869,44,53,1,0
A,2870,44,54,5,0
A,2871,44,55,2,0
A,2872,44,56,4,0
A,2873,44,57,4,0
A,2874,44,58,6,0
A,2875,44,59,0,0
A,2876,44,60,4,0
A,2877,44,61,1,0
A,2878,44,62,4,0
A,2879,44,63,2,0
A,2880,44,64,-2,0
A,2881,44,65,-4,0
A,2882,44,66,-2,0
A,2883,44,67,-4,0
A,2884,44,68,-3,0
A,2885,44,69,-5,0
A,2886,44,70,-4,0
A,2887,44,71,-2,0
A,2888,44,72,-1,0
A,2889,44,73,-4,0
A,2890,44,74,-4,0
A,2891,44,75,-3,0
A,2892,44,76,-1,0
A,2893,44,77,-5,0
A,2894,44,78,-4,0
A,2895,44,79,-3,0
A,2896,44,80,-2,0
A,2897,44,81,-4,0
A,2898,44,82,-3,0
A,2899,44,83,-2,0
A,2900,44,84,-3,0
A,2901,44,85,-4,0
A,2902,44,86,-4,0
A,2903,44,87,-1,0
A,2904,44,88,-3,0
A,2905,44,89,-4,0
A,2906,44,90,-3,0
A,2907,44,91,-1,0
A,2908,44,92,-4,0
A,2909,44,93,-2,0
A,2910,44,94,-5,0
A,2911,44,95,-1,0
A,2912,44,96,-2,0
A,2913,44,97,-3,0
A,2914,44,98,-1,0
A,2915,44,99,-4,0
A,2916,44,100,0,0
A,2917,44,101,-2,0
A,2918,44,102,-1,0
A,2919,44,103,-2,0
A,2920,44,104,-1,0
A,2921,44,105,-2,0
A,2922,44,106,-1,0
A,2923,44,107,-4,0
A,2924,44,108,0,0
A,2925,44,109,-3,0
A,2926,44,110,-2,0
A,2927,44,111,-2,0
A,2928,44,112,-2,0
A,2929,44,113,-4,0
A,2930,44,114,-1,0
A,2931,44,115,-3,0
A,2932,44,116,0,0
A,2933,44,117,-4,0
A,2934,44,118,-1,0
A,2935,44,119,-2,0
A,2936,44,120,-2,0
A,2937,44,121,-3,0
A,2938,44,122,-1,0
A,2939,44,123,-3,0
A,2940,44,124,1,0
A,2941,44,125,-3,0
A,2942,44,126,-2,0
A,2943,44,127,-1,0
A,2944,46,0,1,0
A,2945,46,1,5,0
A,2946,46,2,1,0
A,2947,46,3,3,0
A,2948,46,4,0,0
A,2949,46,5,5,0
A,2950,46,6,3,0
A,2951,46,7,3,0
A,2952,46,8,0,0
A,2953,46,9,3,0
A,2954,46,10,3,0
A,2955,46,11,2,0
A,2956,46,12,1,0
A,2957,46,13,2,0
A,2958,46,14,3,0
A,2959,46,15,1,0
A,2960,46,16,0,0
A,2961,46,17,4,0
A,2962,46,18,2,0
A,2963,46,19,4,0
A,2964,46,20,0,0
A,2965,46,21,5,0
A,2966,46,22,3,0
A,2967,46,23,2,0
A,2968,46,24,-1,0
A,2969,46,25,4,0
A,2970,46,26,2,0
A,2971,46,27,2,0
A,2972,46,28,0,0
A,2973,46,29,4,0
A,2974,46,30,3,0
A,2975,46,31,1,0
A,2976,46,32,0,0
A,2977,46,33,0,0
A,2978,46,34,-2,0
A,2979,46,35,2,0
A,2980,46,36,-2,0
A,2981,46,37,2,0
A,2982,46,38,-4,0
A,2983,46,39,2,0
A,2984,46,40,-1,0
A,2985,46,41,-1,0
A,2986,46,42,-1,0
A,2987,46,43,1,0
A,2988,46,44,-4,0
A,2989,46,45,0,0
A,2990,46,46,-3,0
A,2991,46,47,-1,0
A,2992,46,48,-1,0
A,2993,46,49,0,0
A,2994,46,50,-2,0
A,2995,46,51,1,0
A,2996,46,52,-3,0
A,2997,46,53,2,0
A,2998,46,54,-2,0
A,2999,46,55,1,0
A,3000,46,56,-3,0
A,3001,46,57,0,0
A,3002,46,58,-3,0
A,3003,46,59,1,0
A,3004,46,60,-4,0
A,3005,46,61,2,0
A,3006,46,62,0,0
A,3007,46,63,1,0
A,3008,46,64,0,0
A,3009,46,65,-1,0
A,3010,46,66,1,0
A,3011,46,67,-2,0
A,3012,46,68,-1,0
A,3013,46,69,-3,0
A,3014,46,70,0,0
A,3015,46,71,-1,0
A,3016,46,72,0,0
A,3017,46,73,-2,0
A,3018,46,74,1,0
A,3019,46,75,-3,0
A,3020,46,76,3,0
A,3021,46,77,-4,0
A,3022,46,78,-1,0
A,3023,46,79,-1,0
A,3024,46,80,0,0
A,3025,46,81,-2,0
A,3026,46,82,1,0
A,3027,46,83,-1,0
A,3028,46,84,1,0
A,3029,46,85,-1,0
A,3030,46,86,0,0
A,3031,46,87,0,0
A,3032,46,88,1,0
A,3033,46,89,-2,0
A,3034,46,90,-1,0
A,3035,46,91,-2,0
A,3036,46,92,0,0
A,3037,46,93,-1,0
A,3038,46,94,-2,0
A,3039,46,95,1,0
A,3040,46,96,-1,0
A,3041,46,97,1,0
A,3042,46,98,1,0
A,3043,46,99,-1,0
A,3044,46,100,-1,0
A,3045,46,101,0,0
A,3046,46,102,1,0
A,3047,46,103,-1,0
A,3048,46,104,-2,0
A,3049,46,105,0,0
A,3050,46,106,0,0
A,3051,46,107,-1,0
A,3052,46,108,0,0
A,3053,46,109,-1,0
A,3054,46,110,0,0
A,3055,46,111,-1,0
A,3056,46,112,-1,0
A,3057,46,113,-2,0
A,3058,46,114,0,0
A,3059,46,115,-2,0
A,3060,46,116,1,0
A,3061,46,117,-1,0
A,3062,46,118,-1,0
A,3063,46,119,-1,0
A,3064,46,120,0,0
A,3065,46,121,0,0
A,3066,46,122,1,0
A,3067,46,123,0,0
A,3068,46,124,0,0
A,3069,46,125,0,0
A,3070,46,126,1,0
A,3071,46,127,1,0
A,3072,48,0,1,0
A,3073,48,1,2,0
A,3074,48,2,0,0
A,3075,48,3,2,0
A,3076,48,4,-1,0
A,3077,48,5,1,0
A,3078,48,6,-1,0
A,3079,48,7,1,0
A,3080,48,8,0,0
A,3081,48,9,-3,0
A,3082,48,10,0,0
A,3083,48,11,-3,0
A,3084,48,12,0,0
A,3085,48,13,-5,0
A,3086,48,14,-2,0
A,3087,48,15,-2,0
A,3088,48,16,0,0
A,3089,48,17,0,0
A,3090,48,18,0,0
A,3091,48,19,1,0
A,3092,48,20,0,0
A,3093,48,21,1,0
A,3094,48,22,1,0
A,3095,48,23,1,0
A,3096,48,24,-1,0
A,3097,48,25,-2,0
A,3098,48,26,-4,0
A,3099,48,27,0,0
A,3100,48,28,-6,0
A,3101,48,29,-1,0
A,3102,48,30,-6,0
A,3103,48,31,1,0
A,3104,48,32,1,0
A,3105,48,33,0,0
A,3106,48,34,1,0
A,3107,48,35,1,0
A,3108,48,36,1,0
A,3109,48,37,0,0
A,3110,48,38,2,0
A,3111,48,39,1,0
A,3112,48,40,1,0
A,3113,48,41,-2,0
A,3114,48,42,1,0
A,3115,48,43,-1,0
A,3116,48,44,0,0
A,3117,48,45,-2,0
A,3118,48,46,0,0
A,3119,48,47,0,0
A,3120,48,48,1,0
A,3121,48,49,-1,0
A,3122,48,50,1,0
A,3123,48,51,-1,0
A,3124,48,52,1,0
A,3125,48,53,-2,0
A,3126,48,54,0,0
A,3127,48,55,0,0
A,3128,48,56,-1,0
A,3129,48,57,-4,0
A,3130,48,58,-3,0
A,3131,48,59,-2,0
A,3132,48,60,-3,0
A,3133,48,61,-3,0
A,3134,48,62,-5,0
A,3135,48,63,0,0
A,3136,48,64,0,0
A,3137,48,65,-2,0
A,3138,48,66,0,0
A,3139,48,67,0,0
A,3140,48,68,0,0
A,3141,48,69,-3,0
A,3142,48,70,1,0
A,3143,48,71,-2,0
A,3144,48,72,-2,0
A,3145,48,73,-1,0
A,3146,48,74,0,0
A,3147,48,75,-1,0
A,3148,48,76,1,0
A,3149,48,77,-2,0
A,3150,48,78,0,0
A,3151,48,79,-2,0
A,3152,48,80,0,0
A,3153,48,81,-5,0
A,3154,48,82,-3,0
A,3155,48,83,0,0
A,3156,48,84,-1,0
A,3157,48,85,-1,0
A,3158,48,86,-3,0
A,3159,48,87,1,0
A,3160,48,88,-1,0
A,3161,48,89,-4,0
A,3162,48,90,-3,0
A,3163,48,91,-2,0
A,3164,48,92,-2,0
