lane,index,frame,bin,re,im
A,1091,16,67,-2,0
A,1092,16,68,0,0
A,1093,16,69,-2,0
A,1094,16,70,1,0
A,1095,16,71,-2,0
A,1096,16,72,-1,0
A,1097,16,73,0,0
A,1098,16,74,0,0
A,1099,16,75,-2,0
A,1100,16,76,0,0
A,1101,16,77,-1,0
A,1102,16,78,2,0
A,1103,16,79,-1,0
A,1104,16,80,-1,0
A,1105,16,81,-2,0
A,1106,16,82,-1,0
A,1107,16,83,-2,0
A,1108,16,84,-2,0
A,1109,16,85,-2,0
A,1110,16,86,-1,0
A,1111,16,87,-1,0
A,1112,16,88,-2,0
A,1113,16,89,-2,0
A,1114,16,90,-1,0
A,1115,16,91,-2,0
A,1116,16,92,-1,0
A,1117,16,93,-3,0
A,1118,16,94,-2,0
A,1119,16,95,-1,0
A,1120,16,96,0,0
A,1121,16,97,-4,0
A,1122,16,98,-1,0
A,1123,16,99,-3,0
A,1124,16,100,1,0
A,1125,16,101,-6,0
A,1126,16,102,-4,0
A,1127,16,103,-1,0
A,1128,16,104,0,0
A,1129,16,105,-3,0
A,1130,16,106,-2,0
A,1131,16,107,-2,0
A,1132,16,108,0,0
A,1133,16,109,-3,0
A,1134,16,110,-2,0
A,1135,16,111,-1,0
A,1136,16,112,0,0
A,1137,16,113,-3,0
A,1138,16,114,-2,0
A,1139,16,115,-2,0
A,1140,16,116,-1,0
A,1141,16,117,-3,0
A,1142,16,118,-2,0
A,1143,16,119,-1,0
A,1144,16,120,-1,0
A,1145,16,121,-3,0
A,1146,16,122,-2,0
A,1147,16,123,-2,0
A,1148,16,124,-1,0
A,1149,16,125,-3,0
A,1150,16,126,-3,0
A,1151,16,127,-1,0
A,1152,18,0,-1,0
A,1153,18,1,0,0
A,1154,18,2,-1,0
A,1155,18,3,0,0
A,1156,18,4,-2,0
A,1157,18,5,0,0
A,1158,18,6,-1,0
A,1159,18,7,0,0
A,1160,18,8,-1,0
A,1161,18,9,1,0
A,1162,18,10,0,0
A,1163,18,11,1,0
A,1164,18,12,-2,0
A,1165,18,13,0,0
A,1166,18,14,-1,0
A,1167,18,15,0,0
A,1168,18,16,0,0
A,1169,18,17,1,0
A,1170,18,18,0,0
A,1171,18,19,1,0
A,1172,18,20,-1,0
A,1173,18,21,1,0
A,1174,18,22,-1,0
A,1175,18,23,0,0
A,1176,18,24,-1,0
A,1177,18,25,2,0
A,1178,18,26,0,0
A,1179,18,27,1,0
A,1180,18,28,-1,0
A,1181,18,29,2,0
A,1182,18,30,1,0
A,1183,18,31,1,0
A,1184,18,32,-3,0
A,1185,18,33,-2,0
A,1186,18,34,-3,0
A,1187,18,35,-1,0
A,1188,18,36,-5,0
A,1189,18,37,-1,0
A,1190,18,38,-3,0
A,1191,18,39,-2,0
A,1192,18,40,-3,0
A,1193,18,41,-2,0
A,1194,18,42,-3,0
A,1195,18,43,-2,0
A,1196,18,44,-4,0
A,1197,18,45,-1,0
A,1198,18,46,-3,0
A,1199,18,47,-2,0
A,1200,18,48,-2,0
A,1201,18,49,1,0
A,1202,18,50,-1,0
A,1203,18,51,0,0
A,1204,18,52,-3,0
A,1205,18,53,1,0
A,1206,18,54,0,0
A,1207,18,55,-1,0
A,1208,18,56,-3,0
A,1209,18,57,1,0
A,1210,18,58,0,0
A,1211,18,59,-2,0
A,1212,18,60,-3,0
A,1213,18,61,0,0
A,1214,18,62,0,0
A,1215,18,63,-2,0
A,1216,18,64,1,0
A,1217,18,65,0,0
A,1218,18,66,1,0
A,1219,18,67,0,0
A,1220,18,68,0,0
A,1221,18,69,-2,0
A,1222,18,70,0,0
A,1223,18,71,-1,0
A,1224,18,72,1,0
A,1225,18,73,-1,0
A,1226,18,74,2,0
A,1227,18,75,0,0
A,1228,18,76,2,0
A,1229,18,77,-1,0
A,1230,18,78,1,0
A,1231,18,79,0,0
A,1232,18,80,1,0
A,1233,18,81,0,0
A,1234,18,82,2,0
A,1235,18,83,-1,0
A,1236,18,84,2,0
A,1237,18,85,-2,0
A,1238,18,86,0,0
A,1239,18,87,-1,0
A,1240,18,88,0,0
A,1241,18,89,-1,0
A,1242,18,90,1,0
A,1243,18,91,-1,0
A,1244,18,92,1,0
A,1245,18,93,-2,0
A,1246,18,94,0,0
A,1247,18,95,0,0
A,1248,18,96,2,0
A,1249,18,97,3,0
A,1250,18,98,3,0
A,1251,18,99,1,0
A,1252,18,100,3,0
A,1253,18,101,2,0
A,1254,18,102,3,0
A,1255,18,103,2,0
A,1256,18,104,2,0
A,1257,18,105,3,0
A,1258,18,106,3,0
A,1259,18,107,2,0
A,1260,18,108,2,0
A,1261,18,109,1,0
A,1262,18,110,2,0
A,1263,18,111,1,0
A,1264,18,112,1,0
A,1265,18,113,3,0
A,1266,18,114,3,0
A,1267,18,115,2,0
A,1268,18,116,2,0
A,1269,18,117,2,0
A,1270,18,118,2,0
A,1271,18,119,1,0
A,1272,18,120,1,0
A,1273,18,121,2,0
A,1274,18,122,3,0
A,1275,18,123,2,0
A,1276,18,124,2,0
A,1277,18,125,2,0
A,1278,18,126,3,0
A,1279,18,127,2,0
A,1280,20,0,-2,0
A,1281,20,1,-5,0
A,1282,20,2,-2,0
A,1283,20,3,-5,0
A,1284,20,4,-2,0
A,1285,20,5,-6,0
A,1286,20,6,-3,0
A,1287,20,7,-3,0
A,1288,20,8,-2,0
A,1289,20,9,-7,0
A,1290,20,10,-2,0
A,1291,20,11,-5,0
A,1292,20,12,-2,0
A,1293,20,13,-7,0
A,1294,20,14,-4,0
A,1295,20,15,-4,0
A,1296,20,16,-2,0
A,1297,20,17,-7,0
A,1298,20,18,-3,0
A,1299,20,19,-6,0
A,1300,20,20,-1,0
A,1301,20,21,-7,0
A,1302,20,22,-5,0
A,1303,20,23,-4,0
A,1304,20,24,-1,0
A,1305,20,25,-6,0
A,1306,20,26,-3,0
A,1307,20,27,-5,0
A,1308,20,28,-2,0
A,1309,20,29,-6,0
A,1310,20,30,-6,0
A,1311,20,31,-3,0
A,1312,20,32,-4,0
A,1313,20,33,-7,0
A,1314,20,34,-5,0
A,1315,20,35,-5,0
A,1316,20,36,-2,0
A,1317,20,37,-6,0
A,1318,20,38,-5,0
A,1319,20,39,-3,0
A,1320,20,40,-4,0
A,1321,20,41,-7,0
A,1322,20,42,-6,0
A,1323,20,43,-5,0
A,1324,20,44,-3,0
A,1325,20,45,-6,0
A,1326,20,46,-6,0
A,1327,20,47,-3,0
A,1328,20,48,-3,0
A,1329,20,49,-8,0
A,1330,20,50,-6,0
A,1331,20,51,-5,0
A,1332,20,52,-3,0
A,1333,20,53,-6,0
A,1334,20,54,-7,0
A,1335,20,55,-4,0
A,1336,20,56,-4,0
A,1337,20,57,-6,0
A,1338,20,58,-7,0
A,1339,20,59,-4,0
A,1340,20,60,-6,0
A,1341,20,61,-6,0
A,1342,20,62,-7,0
A,1343,20,63,-3,0
A,1344,20,64,0,0
A,1345,20,65,7,0
A,1346,20,66,2,0
A,1347,20,67,4,0
A,1348,20,68,0,0
A,1349,20,69,5,0
A,1350,20,70,4,0
A,1351,20,71,2,0
A,1352,20,72,0,0
A,1353,20,73,5,0
A,1354,20,74,4,0
A,1355,20,75,2,0
A,1356,20,76,0,0
A,1357,20,77,4,0
A,1358,20,78,5,0
A,1359,20,79,0,0
A,1360,20,80,0,0
A,1361,20,81,4,0
A,1362,20,82,3,0
A,1363,20,83,1,0
A,1364,20,84,1,0
A,1365,20,85,3,0
A,1366,20,86,4,0
A,1367,20,87,0,0
A,1368,20,88,0,0
A,1369,20,89,4,0
A,1370,20,90,4,0
A,1371,20,91,1,0
A,1372,20,92,1,0
A,1373,20,93,2,0
A,1374,20,94,5,0
A,1375,20,95,0,0
A,1376,20,96,1,0
A,1377,20,97,3,0
A,1378,20,98,2,0
A,1379,20,99,1,0
A,1380,20,100,1,0
A,1381,20,101,1,0
A,1382,20,102,2,0
A,1383,20,103,-1,0
A,1384,20,104,1,0
A,1385,20,105,2,0
A,1386,20,106,3,0
A,1387,20,107,0,0
A,1388,20,108,2,0
A,1389,20,109,1,0
A,1390,20,110,4,0
A,1391,20,111,1,0
A,1392,20,112,0,0
A,1393,20,113,0,0
A,1394,20,114,1,0
A,1395,20,115,-1,0
A,1396,20,116,1,0
A,1397,20,117,0,0
A,1398,20,118,2,0
A,1399,20,119,0,0
A,1400,20,120,0,0
A,1401,20,121,0,0
A,1402,20,122,0,0
A,1403,20,123,-1,0
A,1404,20,124,0,0
A,1405,20,125,0,0
A,1406,20,126,0,0
A,1407,20,127,0,0
A,1408,22,0,0,0
A,1409,22,1,2,0
A,1410,22,2,1,0
A,1411,22,3,0,0
A,1412,22,4,1,0
A,1413,22,5,1,0
A,1414,22,6,3,0
A,1415,22,7,1,0
A,1416,22,8,1,0
A,1417,22,9,2,0
A,1418,22,10,2,0
A,1419,22,11,0,0
A,1420,22,12,1,0
A,1421,22,13,1,0
A,1422,22,14,2,0
A,1423,22,15,0,0
A,1424,22,16,0,0
A,1425,22,17,-1,0
A,1426,22,18,1,0
A,1427,22,19,0,0
A,1428,22,20,0,0
A,1429,22,21,-1,0
A,1430,22,22,1,0
A,1431,22,23,-1,0
A,1432,22,24,-1,0
A,1433,22,25,1,0
A,1434,22,26,1,0
A,1435,22,27,0,0
A,1436,22,28,1,0
A,1437,22,29,0,0
A,1438,22,30,2,0
A,1439,22,31,0,0
A,1440,22,32,-1,0
A,1441,22,33,1,0
A,1442,22,34,1,0
A,1443,22,35,1,0
A,1444,22,36,0,0
A,1445,22,37,0,0
A,1446,22,38,0,0
A,1447,22,39,0,0
A,1448,22,40,0,0
A,1449,22,41,2,0
A,1450,22,42,0,0
A,1451,22,43,1,0
A,1452,22,44,0,0
A,1453,22,45,2,0
A,1454,22,46,1,0
A,1455,22,47,-1,0
A,1456,22,48,1,0
A,1457,22,49,1,0
A,1458,22,50,0,0
A,1459,22,51,1,0
A,1460,22,52,1,0
A,1461,22,53,1,0
A,1462,22,54,1,0
A,1463,22,55,1,0
A,1464,22,56,0,0
A,1465,22,57,2,0
A,1466,22,58,0,0
A,1467,22,59,1,0
A,1468,22,60,0,0
A,1469,22,61,1,0
A,1470,22,62,2,0
A,1471,22,63,0,0
A,1472,22,64,0,0
A,1473,22,65,-3,0
A,1474,22,66,-1,0
A,1475,22,67,-3,0
A,1476,22,68,-1,0
A,1477,22,69,-5,0
A,1478,22,70,-3,0
A,1479,22,71,-2,0
A,1480,22,72,-1,0
A,1481,22,73,-3,0
A,1482,22,74,-2,0
A,1483,22,75,-2,0
A,1484,22,76,0,0
A,1485,22,77,-4,0
A,1486,22,78,-4,0
A,1487,22,79,-1,0
A,1488,22,80,-1,0
A,1489,22,81,-4,0
A,1490,22,82,-2,0
A,1491,22,83,-5,0
A,1492,22,84,0,0
A,1493,22,85,-5,0
A,1494,22,86,-3,0
A,1495,22,87,-2,0
A,1496,22,88,-1,0
A,1497,22,89,-4,0
A,1498,22,90,-2,0
A,1499,22,91,-3,0
A,1500,22,92,0,0
A,1501,22,93,-4,0
A,1502,22,94,-3,0
A,1503,22,95,-1,0
A,1504,22,96,0,0
A,1505,22,97,-2,0
A,1506,22,98,-2,0
A,1507,22,99,-1,0
A,1508,22,100,-2,0
A,1509,22,101,-2,0
A,1510,22,102,-4,0
A,1511,22,103,-1,0
A,1512,22,104,-1,0
A,1513,22,105,-2,0
A,1514,22,106,-1,0
A,1515,22,107,-1,0
A,1516,22,108,-1,0
A,1517,22,109,1,0
A,1518,22,110,-3,0
A,1519,22,111,-1,0
A,1520,22,112,-1,0
A,1521,22,113,-2,0
A,1522,22,114,-1,0
A,1523,22,115,-1,0
A,1524,22,116,-2,0
A,1525,22,117,0,0
A,1526,22,118,-2,0
A,1527,22,119,-1,0
A,1528,22,120,-3,0
A,1529,22,121,-1,0
A,1530,22,122,-1,0
A,1531,22,123,0,0
A,1532,22,124,-3,0
A,1533,22,125,0,0
A,1534,22,126,-3,0
A,1535,22,127,0,0
A,1536,24,0,0,0
A,1537,24,1,-2,0
A,1538,24,2,-2,0
A,1539,24,3,-2,0
A,1540,24,4,-1,0
A,1541,24,5,-4,0
A,1542,24,6,-2,0
A,1543,24,7,-2,0
A,1544,24,8,-1,0
A,1545,24,9,-2,0
A,1546,24,10,-1,0
A,1547,24,11,-1,0
A,1548,24,12,-1,0
A,1549,24,13,-3,0
A,1550,24,14,-3,0
A,1551,24,15,0,0
A,1552,24,16,0,0
A,1553,24,17,-3,0
A,1554,24,18,-1,0
A,1555,24,19,-3,0
A,1556,24,20,0,0
A,1557,24,21,-3,0
A,1558,24,22,-3,0
A,1559,24,23,-1,0
A,1560,24,24,-1,0
A,1561,24,25,-2,0
A,1562,24,26,-1,0
A,1563,24,27,-2,0
A,1564,24,28,-1,0
A,1565,24,29,-3,0
A,1566,24,30,-2,0
A,1567,24,31,-1,0
A,1568,24,32,-1,0
A,1569,24,33,-3,0
A,1570,24,34,-1,0
A,1571,24,35,-3,0
A,1572,24,36,-1,0
A,1573,24,37,-4,0
A,1574,24,38,-1,0
A,1575,24,39,-2,0
A,1576,24,40,-1,0
A,1577,24,41,-3,0
A,1578,24,42,-1,0
A,1579,24,43,-2,0
A,1580,24,44,-1,0
A,1581,24,45,-4,0
A,1582,24,46,-3,0
A,1583,24,47,-1,0
A,1584,24,48,-1,0
A,1585,24,49,-3,0
A,1586,24,50,0,0
A,1587,24,51,-3,0
A,1588,24,52,-1,0
A,1589,24,53,-4,0
A,1590,24,54,-2,0
A,1591,24,55,-3,0
A,1592,24,56,-1,0
A,1593,24,57,-3,0
A,1594,24,58,0,0
A,1595,24,59,-2,0
A,1596,24,60,-2,0
A,1597,24,61,-4,0
A,1598,24,62,-3,0
A,1599,24,63,-1,0
A,1600,24,64,0,0
A,1601,24,65,3,0
A,1602,24,66,1,0
A,1603,24,67,1,0
A,1604,24,68,-1,0
A,1605,24,69,2,0
A,1606,24,70,2,0
A,1607,24,71,1,0
A,1608,24,72,0,0
A,1609,24,73,4,0
A,1610,24,74,2,0
A,1611,24,75,1,0
A,1612,24,76,0,0
A,1613,24,77,2,0
A,1614,24,78,3,0
A,1615,24,79,1,0
A,1616,24,80,0,0
A,1617,24,81,2,0
A,1618,24,82,1,0
A,1619,24,83,1,0
A,1620,24,84,0,0
A,1621,24,85,2,0
A,1622,24,86,1,0
A,1623,24,87,1,0
A,1624,24,88,0,0
A,1625,24,89,2,0
A,1626,24,90,2,0
A,1627,24,91,0,0
A,1628,24,92,1,0
A,1629,24,93,1,0
A,1630,24,94,2,0
A,1631,24,95,1,0
A,1632,24,96,0,0
A,1633,24,97,2,0
A,1634,24,98,3,0
A,1635,24,99,0,0
A,1636,24,100,1,0
A,1637,24,101,1,0
A,1638,24,102,3,0
A,1639,24,103,1,0
A,1640,24,104,1,0
A,1641,24,105,2,0
A,1642,24,106,4,0
A,1643,24,107,1,0
A,1644,24,108,2,0
A,1645,24,109,1,0
A,1646,24,110,3,0
A,1647,24,111,1,0
A,1648,24,112,1,0
A,1649,24,113,1,0
A,1650,24,114,2,0
A,1651,24,115,0,0
A,1652,24,116,1,0
A,1653,24,117,1,0
A,1654,24,118,1,0
A,1655,24,119,0,0
A,1656,24,120,1,0
A,1657,24,121,1,0
A,1658,24,122,3,0
A,1659,24,123,0,0
A,1660,24,124,2,0
A,1661,24,125,0,0
A,1662,24,126,1,0
A,1663,24,127,1,0
A,1664,26,0,0,0
A,1665,26,1,-1,0
A,1666,26,2,0,0
A,1667,26,3,-1,0
A,1668,26,4,1,0
A,1669,26,5,-3,0
A,1670,26,6,-2,0
A,1671,26,7,0,0
A,1672,26,8,0,0
A,1673,26,9,-2,0
A,1674,26,10,-1,0
A,1675,26,11,-1,0
A,1676,26,12,0,0
A,1677,26,13,-1,0
A,1678,26,14,-1,0
A,1679,26,15,0,0
A,1680,26,16,-1,0
A,1681,26,17,-1,0
A,1682,26,18,-1,0
A,1683,26,19,-1,0
A,1684,26,20,0,0
A,1685,26,21,0,0
A,1686,26,22,-2,0
A,1687,26,23,1,0
A,1688,26,24,-1,0
A,1689,26,25,1,0
A,1690,26,26,-1,0
A,1691,26,27,0,0
A,1692,26,28,0,0
A,1693,26,29,1,0
A,1694,26,30,-1,0
A,1695,26,31,1,0
A,1696,26,32,-2,0
A,1697,26,33,-2,0
A,1698,26,34,-1,0
A,1699,26,35,-1,0
A,1700,26,36,-2,0
A,1701,26,37,-1,0
A,1702,26,38,-2,0
A,1703,26,39,1,0
A,1704,26,40,0,0
A,1705,26,41,-2,0
A,1706,26,42,-1,0
A,1707,26,43,-1,0
A,1708,26,44,-2,0
A,1709,26,45,-1,0
A,1710,26,46,-2,0
A,1711,26,47,-1,0
A,1712,26,48,-1,0
A,1713,26,49,-1,0
A,1714,26,50,-1,0
A,1715,26,51,0,0
A,1716,26,52,-1,0
A,1717,26,53,-1,0
A,1718,26,54,-2,0
A,1719,26,55,0,0
A,1720,26,56,-1,0
A,1721,26,57,0,0
A,1722,26,58,1,0
A,1723,26,59,-1,0
A,1724,26,60,0,0
A,1725,26,61,0,0
A,1726,26,62,-1,0
A,1727,26,63,-1,0
A,1728,26,64,0,0
A,1729,26,65,0,0
A,1730,26,66,-1,0
A,1731,26,67,0,0
A,1732,26,68,0,0
A,1733,26,69,-1,0
A,1734,26,70,-1,0
A,1735,26,71,0,0
A,1736,26,72,0,0
A,1737,26,73,0,0
A,1738,26,74,-1,0
A,1739,26,75,0,0
A,1740,26,76,0,0
A,1741,26,77,0,0
A,1742,26,78,0,0
A,1743,26,79,0,0
A,1744,26,80,0,0
A,1745,26,81,0,0
A,1746,26,82,0,0
A,1747,26,83,0,0
A,1748,26,84,0,0
A,1749,26,85,0,0
A,1750,26,86,-1,0
A,1751,26,87,0,0
A,1752,26,88,0,0
A,1753,26,89,1,0
A,1754,26,90,0,0
A,1755,26,91,0,0
A,1756,26,92,1,0
A,1757,26,93,1,0
A,1758,26,94,0,0
A,1759,26,95,1,0
A,1760,26,96,-1,0
A,1761,26,97,-4,0
A,1762,26,98,-3,0
A,1763,26,99,-1,0
A,1764,26,100,-2,0
A,1765,26,101,-2,0
A,1766,26,102,-5,0
A,1767,26,103,1,0
A,1768,26,104,-2,0
A,1769,26,105,-3,0
A,1770,26,106,-3,0
A,1771,26,107,-1,0
A,1772,26,108,-2,0
A,1773,26,109,-2,0
A,1774,26,110,-3,0
A,1775,26,111,-1,0
A,1776,26,112,0,0
A,1777,26,113,-2,0
A,1778,26,114,-1,0
A,1779,26,115,-1,0
A,1780,26,116,-1,0
A,1781,26,117,-2,0
A,1782,26,118,-2,0
A,1783,26,119,0,0
A,1784,26,120,-1,0
A,1785,26,121,-1,0
A,1786,26,122,-1,0
A,1787,26,123,0,0
A,1788,26,124,-2,0
A,1789,26,125,-1,0
A,1790,26,126,-2,0
A,1791,26,127,-1,0
A,1792,28,0,1,0
A,1793,28,1,1,0
A,1794,28,2,2,0
A,1795,28,3,0,0
A,1796,28,4,0,0
A,1797,28,5,0,0
A,1798,28,6,1,0
A,1799,28,7,1,0
A,1800,28,8,0,0
A,1801,28,9,0,0
A,1802,28,10,2,0
A,1803,28,11,-1,0
A,1804,28,12,0,0
A,1805,28,13,-1,0
A,1806,28,14,0,0
A,1807,28,15,0,0
A,1808,28,16,1,0
A,1809,28,17,0,0
A,1810,28,18,2,0
A,1811,28,19,0,0
A,1812,28,20,1,0
A,1813,28,21,1,0
A,1814,28,22,3,0
A,1815,28,23,1,0
A,1816,28,24,1,0
A,1817,28,25,2,0
A,1818,28,26,2,0
A,1819,28,27,0,0
A,1820,28,28,2,0
A,1821,28,29,2,0
A,1822,28,30,2,0
A,1823,28,31,1,0
A,1824,28,32,1,0
A,1825,28,33,2,0
A,1826,28,34,2,0
A,1827,28,35,0,0
A,1828,28,36,1,0
A,1829,28,37,1,0
A,1830,28,38,2,0
A,1831,28,39,1,0
A,1832,28,40,1,0
A,1833,28,41,2,0
A,1834,28,42,4,0
A,1835,28,43,0,0
A,1836,28,44,3,0
A,1837,28,45,1,0
A,1838,28,46,4,0
A,1839,28,47,1,0
A,1840,28,48,1,0
A,1841,28,49,1,0
A,1842,28,50,3,0
A,1843,28,51,-1,0
A,1844,28,52,2,0
A,1845,28,53,1,0
A,1846,28,54,3,0
A,1847,28,55,0,0
A,1848,28,56,0,0
A,1849,28,57,2,0
A,1850,28,58,3,0
A,1851,28,59,0,0
A,1852,28,60,2,0
A,1853,28,61,1,0
A,1854,28,62,4,0
A,1855,28,63,1,0
A,1856,28,64,0,0
A,1857,28,65,0,0
A,1858,28,66,1,0
A,1859,28,67,-2,0
A,1860,28,68,1,0
A,1861,28,69,-3,0
A,1862,28,70,1,0
A,1863,28,71,-1,0
A,1864,28,72,0,0
A,1865,28,73,-2,0
A,1866,28,74,0,0
A,1867,28,75,-2,0
A,1868,28,76,1,0
A,1869,28,77,-2,0
A,1870,28,78,-1,0
A,1871,28,79,-1,0
A,1872,28,80,1,0
A,1873,28,81,-1,0
A,1874,28,82,2,0
A,1875,28,83,0,0
A,1876,28,84,0,0
A,1877,28,85,0,0
A,1878,28,86,0,0
A,1879,28,87,-1,0
A,1880,28,88,1,0
A,1881,28,89,1,0
A,1882,28,90,2,0
A,1883,28,91,0,0
A,1884,28,92,2,0
A,1885,28,93,-1,0
A,1886,28,94,0,0
A,1887,28,95,0,0
A,1888,28,96,1,0
A,1889,28,97,2,0
A,1890,28,98,3,0
A,1891,28,99,0,0
A,1892,28,100,2,0
A,1893,28,101,1,0
A,1894,28,102,5,0
A,1895,28,103,0,0
A,1896,28,104,2,0
A,1897,28,105,3,0
A,1898,28,106,4,0
A,1899,28,107,0,0
A,1900,28,108,4,0
A,1901,28,109,1,0
A,1902,28,110,4,0
A,1903,28,111,1,0
A,1904,28,112,3,0
A,1905,28,113,3,0
A,1906,28,114,5,0
A,1907,28,115,0,0
A,1908,28,116,4,0
A,1909,28,117,1,0
A,1910,28,118,4,0
A,1911,28,119,1,0
A,1912,28,120,1,0
A,1913,28,121,2,0
A,1914,28,122,4,0
A,1915,28,123,1,0
A,1916,28,124,3,0
A,1917,28,125,1,0
A,1918,28,126,3,0
A,1919,28,127,2,0
A,1920,30,0,-1,0
A,1921,30,1,-3,0
A,1922,30,2,0,0
A,1923,30,3,-3,0
A,1924,30,4,0,0
A,1925,30,5,-2,0
A,1926,30,6,-1,0
A,1927,30,7,-1,0
A,1928,30,8,-1,0
A,1929,30,9,-3,0
A,1930,30,10,-1,0
A,1931,30,11,-1,0
A,1932,30,12,0,0
A,1933,30,13,-2,0
A,1934,30,14,-2,0
A,1935,30,15,-2,0
A,1936,30,16,-1,0
A,1937,30,17,-2,0
A,1938,30,18,-1,0
A,1939,30,19,-2,0
A,1940,30,20,-1,0
A,1941,30,21,-3,0
A,1942,30,22,-2,0
A,1943,30,23,-2,0
A,1944,30,24,-1,0
A,1945,30,25,-3,0
A,1946,30,26,-1,0
A,1947,30,27,-2,0
A,1948,30,28,0,0
A,1949,30,29,-3,0
A,1950,30,30,-2,0
A,1951,30,31,-1,0
A,1952,30,32,0,0
A,1953,30,33,0,0
A,1954,30,34,0,0
A,1955,30,35,0,0
A,1956,30,36,-1,0
A,1957,30,37,-2,0
A,1958,30,38,-1,0
A,1959,30,39,0,0
A,1960,30,40,-1,0
A,1961,30,41,-2,0
A,1962,30,42,-1,0
A,1963,30,43,-1,0
A,1964,30,44,-1,0
A,1965,30,45,0,0
A,1966,30,46,-1,0
A,1967,30,47,-1,0
A,1968,30,48,0,0
A,1969,30,49,0,0
A,1970,30,50,0,0
A,1971,30,51,0,0
A,1972,30,52,-1,0
A,1973,30,53,-1,0
A,1974,30,54,-1,0
A,1975,30,55,0,0
A,1976,30,56,0,0
A,1977,30,57,0,0
A,1978,30,58,0,0
A,1979,30,59,0,0
A,1980,30,60,-1,0
A,1981,30,61,-1,0
A,1982,30,62,-2,0
A,1983,30,63,0,0
A,1984,30,64,-1,0
A,1985,30,65,-3,0
A,1986,30,66,0,0
A,1987,30,67,-4,0
A,1988,30,68,0,0
A,1989,30,69,-4,0
A,1990,30,70,-2,0
A,1991,30,71,-3,0
A,1992,30,72,-1,0
A,1993,30,73,-4,0
A,1994,30,74,-1,0
A,1995,30,75,-3,0
A,1996,30,76,0,0
A,1997,30,77,-4,0
A,1998,30,78,-2,0
A,1999,30,79,-1,0
A,2000,30,80,-3,0
A,2001,30,81,-4,0
A,2002,30,82,0,0
A,2003,30,83,-5,0
A,2004,30,84,-1,0
A,2005,30,85,-5,0
A,2006,30,86,-2,0
A,2007,30,87,-4,0
A,2008,30,88,-2,0
A,2009,30,89,-4,0
A,2010,30,90,-1,0
A,2011,30,91,-4,0
A,2012,30,92,-1,0
A,2013,30,93,-4,0
A,2014,30,94,-3,0
A,2015,30,95,-2,0
A,2016,30,96,0,0
A,2017,30,97,-3,0
A,2018,30,98,0,0
A,2019,30,99,-3,0
A,2020,30,100,1,0
A,2021,30,101,-5,0
A,2022,30,102,-2,0
A,2023,30,103,-1,0
A,2024,30,104,0,0
A,2025,30,105,-4,0
A,2026,30,106,-2,0
A,2027,30,107,-3,0
A,2028,30,108,-1,0
A,2029,30,109,-5,0
A,2030,30,110,-4,0
A,2031,30,111,-2,0
A,2032,30,112,0,0
A,2033,30,113,-4,0
A,2034,30,114,-1,0
A,2035,30,115,-4,0
A,2036,30,116,0,0
A,2037,30,117,-5,0
A,2038,30,118,-1,0
A,2039,30,119,-2,0
A,2040,30,120,-1,0
A,2041,30,121,-3,0
A,2042,30,122,-2,0
A,2043,30,123,-2,0
A,2044,30,124,0,0
A,2045,30,125,-3,0
A,2046,30,126,-2,0
A,2047,30,127,-1,0
A,2048,32,0,-2,0
A,2049,32,1,3,0
A,2050,32,2,2,0
A,2051,32,3,-2,0
A,2052,32,4,1,0
A,2053,32,5,1,0
A,2054,32,6,3,0
A,2055,32,7,-2,0
A,2056,32,8,0,0
A,2057,32,9,2,0
A,2058,32,10,4,0
A,2059,32,11,-1,0
A,2060,32,12,1,0
A,2061,32,13,-1,0
A,2062,32,14,3,0
A,2063,32,15,-2,0
A,2064,32,16,-2,0
A,2065,32,17,1,0
A,2066,32,18,1,0
A,2067,32,19,-3,0
A,2068,32,20,0,0
A,2069,32,21,-1,0
A,2070,32,22,2,0
A,2071,32,23,-2,0
A,2072,32,24,-1,0
A,2073,32,25,1,0
A,2074,32,26,2,0
A,2075,32,27,-2,0
A,2076,32,28,1,0
A,2077,32,29,-1,0
A,2078,32,30,2,0
A,2079,32,31,-3,0
A,2080,32,32,-1,0
A,2081,32,33,1,0
A,2082,32,34,-1,0
A,2083,32,35,-1,0
A,2084,32,36,-2,0
A,2085,32,37,0,0
A,2086,32,38,0,0
A,2087,32,39,0,0
A,2088,32,40,-1,0
A,2089,32,41,2,0
A,2090,32,42,1,0
A,2091,32,43,-1,0
A,2092,32,44,-1,0
A,2093,32,45,0,0
A,2094,32,46,0,0
A,2095,32,47,-1,0
A,2096,32,48,-1,0
A,2097,32,49,0,0
A,2098,32,50,-2,0
A,2099,32,51,-1,0
A,2100,32,52,-2,0
A,2101,32,53,0,0
A,2102,32,54,-1,0
A,2103,32,55,0,0
A,2104,32,56,-2,0
A,2105,32,57,0,0
A,2106,32,58,-1,0
A,2107,32,59,-1,0
A,2108,32,60,-2,0
A,2109,32,61,-1,0
A,2110,32,62,-1,0
A,2111,32,63,-1,0
A,2112,32,64,-1,0
A,2113,32,65,0,0
A,2114,32,66,-1,0
A,2115,32,67,0,0
A,2116,32,68,-1,0
A,2117,32,69,0,0
A,2118,32,70,1,0
A,2119,32,71,-1,0
A,2120,32,72,-2,0
A,2121,32,73,-1,0
A,2122,32,74,-1,0
A,2123,32,75,0,0
A,2124,32,76,-2,0
A,2125,32,77,-1,0
A,2126,32,78,-1,0
