sample,re,im,,,,,
2307,42,0,,,,,
2308,-59,0,,,,,
2309,-248,0,,,,,
2310,-426,0,,,,,
2311,-478,0,,,,,
2312,-446,0,,,,,
2313,-332,0,,,,,
2314,-453,0,,,,,
2315,-551,0,,,,,
2316,-714,0,,,,,
2317,-784,0,,,,,
2318,-718,0,,,,,
2319,-678,0,,,,,
2320,-617,0,,,,,
2321,-557,0,,,,,
2322,-506,0,,,,,
2323,-521,0,,,,,
2324,-726,0,,,,,
2325,-835,0,,,,,
2326,-790,0,,,,,
2327,-701,0,,,,,
2328,-807,0,,,,,
2329,-800,0,,,,,
2330,-607,0,,,,,
2331,-438,0,,,,,
2332,-369,0,,,,,
2333,-299,0,,,,,
2334,-242,0,,,,,
2335,-270,0,,,,,
2336,-343,0,,,,,
2337,-295,0,,,,,
2338,-200,0,,,,,
2339,-225,0,,,,,
2340,-358,0,,,,,
2341,-448,0,,,,,
2342,-392,0,,,,,
2343,-416,0,,,,,
2344,-450,0,,,,,
2345,-318,0,,,,,
2346,-204,0,,,,,
2347,-137,0,,,,,
2348,-134,0,,,,,
2349,-124,0,,,,,
2350,-55,0,,,,,
2351,-82,0,,,,,
2352,-98,0,,,,,
2353,-131,0,,,,,
2354,-151,0,,,,,
2355,-114,0,,,,,
2356,-11,0,,,,,
2357,-48,0,,,,,
2358,-118,0,,,,,
2359,-83,0,,,,,
2360,-43,0,,,,,
2361,-70,0,,,,,
2362,-115,0,,,,,
2363,-158,0,,,,,
2364,-314,0,,,,,
2365,-352,0,,,,,
2366,-249,0,,,,,
2367,-229,0,,,,,
2368,-245,0,,,,,
2369,-317,0,,,,,
2370,-346,0,,,,,
2371,-303,0,,,,,
2372,-324,0,,,,,
2373,-350,0,,,,,
2374,-408,0,,,,,
2375,-448,0,,,,,
2376,-396,0,,,,,
2377,-339,0,,,,,
2378,-350,0,,,,,
2379,-387,0,,,,,
2380,-428,0,,,,,
2381,-392,0,,,,,
2382,-348,0,,,,,
2383,-315,0,,,,,
2384,-393,0,,,,,
2385,-535,0,,,,,
2386,-609,0,,,,,
2387,-608,0,,,,,
2388,-693,0,,,,,
2389,-711,0,,,,,
2390,-715,0,,,,,
2391,-667,0,,,,,
2392,-600,0,,,,,
2393,-509,0,,,,,
2394,-377,0,,,,,
2395,-292,0,,,,,
2396,-223,0,,,,,
2397,-288,0,,,,,
2398,-301,0,,,,,
2399,-295,0,,,,,
2400,-263,0,,,,,
2401,-141,0,,,,,
2402,-44,0,,,,,
2403,-40,0,,,,,
2404,-137,0,,,,,
2405,-125,0,,,,,
2406,-53,0,,,,,
2407,9,0,,,,,
2408,7,0,,,,,
2409,-55,0,,,,,
2410,-56,0,,,,,
2411,48,0,,,,,
2412,90,0,,,,,
2413,210,0,,,,,
2414,332,0,,,,,
2415,379,0,,,,,
2416,278,0,,,,,
2417,179,0,,,,,
2418,351,0,,,,,
2419,566,0,,,,,
2420,623,0,,,,,
2421,570,0,,,,,
2422,663,0,,,,,
2423,749,0,,,,,
2424,836,0,,,,,
2425,880,0,,,,,
2426,878,0,,,,,
2427,964,0,,,,,
2428,924,0,,,,,
2429,920,0,,,,,
2430,1046,0,,,,,
2431,1115,0,,,,,
2432,1136,0,,,,,
2433,1228,0,,,,,
2434,1289,0,,,,,
2435,1376,0,,,,,
2436,1319,0,,,,,
2437,1314,0,,,,,
2438,1335,0,,,,,
2439,1294,0,,,,,
2440,1278,0,,,,,
2441,1198,0,,,,,
2442,1063,0,,,,,
2443,1018,0,,,,,
2444,954,0,,,,,
2445,944,0,,,,,
2446,960,0,,,,,
2447,929,0,,,,,
2448,936,0,,,,,
2449,1028,0,,,,,
2450,1069,0,,,,,
2451,1102,0,,,,,
2452,1189,0,,,,,
2453,1220,0,,,,,
2454,1234,0,,,,,
2455,1282,0,,,,,
2456,1299,0,,,,,
2457,1293,0,,,,,
2458,1311,0,,,,,
2459,1271,0,,,,,
2460,1332,0,,,,,
2461,1341,0,,,,,
2462,1325,0,,,,,
2463,1427,0,,,,,
2464,1512,0,,,,,
2465,1493,0,,,,,
2466,1409,0,,,,,
2467,1374,0,,,,,
2468,1335,0,,,,,
2469,1304,0,,,,,
2470,1269,0,,,,,
2471,1315,0,,,,,
2472,1205,0,,,,,
2473,1122,0,,,,,
2474,1067,0,,,,,
2475,953,0,,,,,
2476,917,0,,,,,
2477,876,0,,,,,
2478,751,0,,,,,
2479,717,0,,,,,
2480,718,0,,,,,
2481,777,0,,,,,
2482,771,0,,,,,
2483,666,0,,,,,
2484,597,0,,,,,
2485,626,0,,,,,
2486,736,0,,,,,
2487,652,0,,,,,
2488,571,0,,,,,
2489,516,0,,,,,
2490,464,0,,,,,
2491,434,0,,,,,
2492,501,0,,,,,
2493,450,0,,,,,
2494,360,0,,,,,
2495,340,0,,,,,
2496,309,0,,,,,
2497,130,0,,,,,
2498,132,0,,,,,
2499,88,0,,,,,
2500,8,0,,,,,
2501,-82,0,,,,,
2502,-241,0,,,,,
2503,-324,0,,,,,
2504,-227,0,,,,,
2505,-214,0,,,,,
2506,-318,0,,,,,
2507,-437,0,,,,,
2508,-477,0,,,,,
2509,-498,0,,,,,
2510,-583,0,,,,,
2511,-737,0,,,,,
2512,-780,0,,,,,
2513,-757,0,,,,,
2514,-629,0,,,,,
2515,-626,0,,,,,
2516,-736,0,,,,,
2517,-765,0,,,,,
2518,-858,0,,,,,
2519,-954,0,,,,,
2520,-933,0,,,,,
2521,-970,0,,,,,
2522,-953,0,,,,,
2523,-1019,0,,,,,
2524,-1062,0,,,,,
2525,-1159,0,,,,,
2526,-1294,0,,,,,
2527,-1329,0,,,,,
2528,-1284,0,,,,,
2529,-1380,0,,,,,
2530,-1458,0,,,,,
2531,-1562,0,,,,,
2532,-1606,0,,,,,
2533,-1509,0,,,,,
2534,-1495,0,,,,,
2535,-1418,0,,,,,
2536,-1328,0,,,,,
2537,-1259,0,,,,,
2538,-1346,0,,,,,
2539,-1349,0,,,,,
2540,-1257,0,,,,,
2541,-1124,0,,,,,
2542,-1044,0,,,,,
2543,-1090,0,,,,,
2544,-954,0,,,,,
2545,-941,0,,,,,
2546,-913,0,,,,,
2547,-784,0,,,,,
2548,-695,0,,,,,
2549,-567,0,,,,,
2550,-456,0,,,,,
2551,-376,0,,,,,
2552,-436,0,,,,,
2553,-559,0,,,,,
2554,-571,0,,,,,
2555,-485,0,,,,,
2556,-433,0,,,,,
2557,-470,0,,,,,
2558,-553,0,,,,,
2559,-621,0,,,,,
2560,-643,0,,,,,
2561,-677,0,,,,,
2562,-676,0,,,,,
2563,-750,0,,,,,
2564,-769,0,,,,,
2565,-673,0,,,,,
2566,-538,0,,,,,
2567,-524,0,,,,,
2568,-540,0,,,,,
2569,-519,0,,,,,
2570,-464,0,,,,,
2571,-402,0,,,,,
2572,-390,0,,,,,
2573,-412,0,,,,,
2574,-456,0,,,,,
2575,-589,0,,,,,
2576,-639,0,,,,,
2577,-614,0,,,,,
2578,-592,0,,,,,
2579,-601,0,,,,,
2580,-552,0,,,,,
2581,-436,0,,,,,
2582,-414,0,,,,,
2583,-484,0,,,,,
2584,-504,0,,,,,
2585,-454,0,,,,,
2586,-452,0,,,,,
2587,-473,0,,,,,
2588,-494,0,,,,,
2589,-439,0,,,,,
2590,-364,0,,,,,
2591,-310,0,,,,,
2592,-390,0,,,,,
2593,-355,0,,,,,
2594,-262,0,,,,,
2595,-238,0,,,,,
2596,-221,0,,,,,
2597,-202,0,,,,,
2598,-264,0,,,,,
2599,-211,0,,,,,
2600,-60,0,,,,,
2601,-38,0,,,,,
2602,-36,0,,,,,
2603,-75,0,,,,,
2604,-52,0,,,,,
2605,-17,0,,,,,
2606,7,0,,,,,
2607,59,0,,,,,
2608,138,0,,,,,
2609,177,0,,,,,
2610,260,0,,,,,
2611,298,0,,,,,
2612,285,0,,,,,
2613,382,0,,,,,
2614,388,0,,,,,
2615,454,0,,,,,
2616,449,0,,,,,
2617,319,0,,,,,
2618,307,0,,,,,
2619,348,0,,,,,
2620,404,0,,,,,
2621,526,0,,,,,
2622,552,0,,,,,
2623,607,0,,,,,
2624,655,0,,,,,
2625,581,0,,,,,
2626,611,0,,,,,
2627,565,0,,,,,
2628,502,0,,,,,
2629,554,0,,,,,
2630,537,0,,,,,
2631,530,0,,,,,
2632,523,0,,,,,
2633,521,0,,,,,
2634,585,0,,,,,
2635,695,0,,,,,
2636,737,0,,,,,
2637,810,0,,,,,
2638,817,0,,,,,
2639,820,0,,,,,
2640,851,0,,,,,
2641,835,0,,,,,
2642,704,0,,,,,
2643,623,0,,,,,
2644,618,0,,,,,
2645,652,0,,,,,
2646,754,0,,,,,
2647,797,0,,,,,
2648,807,0,,,,,
2649,837,0,,,,,
2650,905,0,,,,,
2651,974,0,,,,,
2652,895,0,,,,,
2653,797,0,,,,,
2654,695,0,,,,,
2655,710,0,,,,,
2656,871,0,,,,,
2657,842,0,,,,,
2658,702,0,,,,,
2659,585,0,,,,,
2660,479,0,,,,,
2661,417,0,,,,,
2662,475,0,,,,,
2663,426,0,,,,,
2664,419,0,,,,,
2665,398,0,,,,,
2666,260,0,,,,,
2667,120,0,,,,,
2668,194,0,,,,,
2669,246,0,,,,,
2670,289,0,,,,,
2671,128,0,,,,,
2672,-15,0,,,,,
2673,-83,0,,,,,
2674,-140,0,,,,,
2675,-263,0,,,,,
2676,-310,0,,,,,
2677,-378,0,,,,,
2678,-519,0,,,,,
2679,-418,0,,,,,
2680,-294,0,,,,,
2681,-327,0,,,,,
2682,-503,0,,,,,
2683,-485,0,,,,,
2684,-426,0,,,,,
2685,-503,0,,,,,
2686,-536,0,,,,,
2687,-553,0,,,,,
2688,-666,0,,,,,
2689,-756,0,,,,,
2690,-851,0,,,,,
2691,-981,0,,,,,
2692,-1013,0,,,,,
2693,-999,0,,,,,
2694,-914,0,,,,,
2695,-907,0,,,,,
2696,-884,0,,,,,
2697,-866,0,,,,,
2698,-890,0,,,,,
2699,-869,0,,,,,
2700,-856,0,,,,,
2701,-835,0,,,,,
2702,-998,0,,,,,
2703,-1121,0,,,,,
2704,-989,0,,,,,
2705,-987,0,,,,,
2706,-976,0,,,,,
2707,-993,0,,,,,
2708,-965,0,,,,,
2709,-831,0,,,,,
2710,-787,0,,,,,
2711,-731,0,,,,,
2712,-700,0,,,,,
2713,-709,0,,,,,
2714,-691,0,,,,,
2715,-636,0,,,,,
2716,-638,0,,,,,
2717,-617,0,,,,,
2718,-543,0,,,,,
2719,-385,0,,,,,
2720,-358,0,,,,,
2721,-281,0,,,,,
2722,-129,0,,,,,
2723,-7,0,,,,,
2724,80,0,,,,,
2725,170,0,,,,,
2726,356,0,,,,,
2727,393,0,,,,,
2728,382,0,,,,,
2729,431,0,,,,,
2730,567,0,,,,,
2731,602,0,,,,,
2732,587,0,,,,,
2733,593,0,,,,,
2734,598,0,,,,,
2735,521,0,,,,,
2736,332,0,,,,,
2737,221,0,,,,,
2738,276,0,,,,,
2739,293,0,,,,,
2740,456,0,,,,,
2741,507,0,,,,,
2742,641,0,,,,,
2743,596,0,,,,,
2744,511,0,,,,,
2745,232,0,,,,,
2746,70,0,,,,,
2747,-233,0,,,,,
2748,-379,0,,,,,
2749,-308,0,,,,,
2750,-321,0,,,,,
2751,-140,0,,,,,
2752,26,0,,,,,
2753,70,0,,,,,
2754,156,0,,,,,
2755,268,0,,,,,
2756,363,0,,,,,
2757,387,0,,,,,
2758,298,0,,,,,
2759,211,0,,,,,
2760,217,0,,,,,
2761,67,0,,,,,
2762,103,0,,,,,
2763,129,0,,,,,
2764,54,0,,,,,
2765,167,0,,,,,
2766,336,0,,,,,
2767,342,0,,,,,
2768,326,0,,,,,
2769,270,0,,,,,
2770,281,0,,,,,
2771,302,0,,,,,
2772,349,0,,,,,
2773,438,0,,,,,
2774,615,0,,,,,
2775,651,0,,,,,
2776,731,0,,,,,
2777,916,0,,,,,
2778,927,0,,,,,
2779,973,0,,,,,
2780,962,0,,,,,
2781,1058,0,,,,,
2782,1161,0,,,,,
2783,1168,0,,,,,
2784,1146,0,,,,,
2785,1163,0,,,,,
2786,1071,0,,,,,
2787,1157,0,,,,,
2788,1174,0,,,,,
2789,1099,0,,,,,
2790,948,0,,,,,
2791,1021,0,,,,,
2792,1197,0,,,,,
2793,1164,0,,,,,
2794,1167,0,,,,,
2795,1187,0,,,,,
2796,1144,0,,,,,
2797,1169,0,,,,,
2798,1171,0,,,,,
2799,1049,0,,,,,
2800,908,0,,,,,
2801,858,0,,,,,
2802,961,0,,,,,
2803,1039,0,,,,,
2804,1003,0,,,,,
2805,882,0,,,,,
2806,978,0,,,,,
2807,936,0,,,,,
2808,813,0,,,,,
2809,808,0,,,,,
2810,715,0,,,,,
2811,792,0,,,,,
2812,816,0,,,,,
2813,700,0,,,,,
2814,655,0,,,,,
2815,718,0,,,,,
2816,664,0,,,,,
2817,552,0,,,,,
2818,379,0,,,,,
2819,385,0,,,,,
2820,344,0,,,,,
2821,194,0,,,,,
2822,136,0,,,,,
2823,193,0,,,,,
2824,105,0,,,,,
2825,13,0,,,,,
2826,94,0,,,,,
2827,-6,0,,,,,
2828,-60,0,,,,,
2829,-179,0,,,,,
2830,-175,0,,,,,
2831,-295,0,,,,,
2832,-387,0,,,,,
2833,-509,0,,,,,
2834,-561,0,,,,,
2835,-657,0,,,,,
2836,-641,0,,,,,
2837,-554,0,,,,,
2838,-595,0,,,,,
2839,-670,0,,,,,
2840,-693,0,,,,,
2841,-595,0,,,,,
2842,-297,0,,,,,
2843,-264,0,,,,,
2844,-252,0,,,,,
2845,-281,0,,,,,
2846,-227,0,,,,,
2847,-244,0,,,,,
2848,-159,0,,,,,
2849,-137,0,,,,,
2850,-87,0,,,,,
2851,-240,0,,,,,
2852,-206,0,,,,,
2853,12,0,,,,,
2854,-29,0,,,,,
2855,-159,0,,,,,
2856,-202,0,,,,,
2857,-310,0,,,,,
2858,-306,0,,,,,
2859,-169,0,,,,,
2860,-124,0,,,,,
2861,-32,0,,,,,
2862,-19,0,,,,,
2863,-42,0,,,,,
2864,1,0,,,,,
2865,-33,0,,,,,
2866,-64,0,,,,,
2867,-78,0,,,,,
2868,-86,0,,,,,
2869,-109,0,,,,,
2870,-135,0,,,,,
2871,-127,0,,,,,
2872,-274,0,,,,,
2873,-433,0,,,,,
2874,-364,0,,,,,
2875,-277,0,,,,,
2876,-352,0,,,,,
2877,-308,0,,,,,
2878,-412,0,,,,,
2879,-450,0,,,,,
2880,-414,0,,,,,
2881,-427,0,,,,,
2882,-508,0,,,,,
2883,-517,0,,,,,
2884,-633,0,,,,,
2885,-630,0,,,,,
2886,-792,0,,,,,
2887,-1015,0,,,,,
2888,-1015,0,,,,,
2889,-900,0,,,,,
2890,-840,0,,,,,
2891,-620,0,,,,,
2892,-776,0,,,,,
2893,-730,0,,,,,
2894,-560,0,,,,,
2895,-441,0,,,,,
2896,-254,0,,,,,
2897,-211,0,,,,,
2898,-285,0,,,,,
2899,-285,0,,,,,
2900,-271,0,,,,,
2901,-117,0,,,,,
2902,-173,0,,,,,
2903,-196,0,,,,,
2904,-162,0,,,,,
2905,-192,0,,,,,
2906,-176,0,,,,,
2907,-45,0,,,,,
2908,-92,0,,,,,
2909,-78,0,,,,,
2910,-319,0,,,,,
2911,-518,0,,,,,
2912,-518,0,,,,,
2913,-377,0,,,,,
2914,-279,0,,,,,
2915,-230,0,,,,,
2916,-277,0,,,,,
2917,-388,0,,,,,
2918,-321,0,,,,,
2919,-231,0,,,,,
2920,-372,0,,,,,
2921,-468,0,,,,,
2922,-488,0,,,,,
2923,-336,0,,,,,
2924,-459,0,,,,,
2925,-695,0,,,,,
2926,-780,0,,,,,
2927,-742,0,,,,,
2928,-744,0,,,,,
2929,-750,0,,,,,
2930,-710,0,,,,,
2931,-702,0,,,,,
2932,-602,0,,,,,
2933,-707,0,,,,,
2934,-684,0,,,,,
2935,-431,0,,,,,
2936,-218,0,,,,,
2937,-96,0,,,,,
2938,-88,0,,,,,
2939,27,0,,,,,
2940,-25,0,,,,,
2941,38,0,,,,,
2942,265,0,,,,,
2943,381,0,,,,,
2944,479,0,,,,,
2945,577,0,,,,,
2946,485,0,,,,,
2947,598,0,,,,,
2948,740,0,,,,,
2949,864,0,,,,,
2950,810,0,,,,,
2951,720,0,,,,,
2952,670,0,,,,,
2953,613,0,,,,,
2954,679,0,,,,,
2955,645,0,,,,,
2956,666,0,,,,,
2957,776,0,,,,,
2958,821,0,,,,,
2959,889,0,,,,,
2960,780,0,,,,,
2961,689,0,,,,,
2962,662,0,,,,,
2963,821,0,,,,,
2964,845,0,,,,,
2965,598,0,,,,,
2966,551,0,,,,,
2967,507,0,,,,,
2968,471,0,,,,,
2969,567,0,,,,,
2970,364,0,,,,,
2971,240,0,,,,,
2972,235,0,,,,,
2973,212,0,,,,,
2974,205,0,,,,,
2975,173,0,,,,,
2976,233,0,,,,,
2977,247,0,,,,,
2978,141,0,,,,,
2979,184,0,,,,,
2980,207,0,,,,,
2981,170,0,,,,,
2982,191,0,,,,,
2983,222,0,,,,,
2984,100,0,,,,,
2985,92,0,,,,,
2986,-41,0,,,,,
2987,-53,0,,,,,
2988,34,0,,,,,
2989,62,0,,,,,
2990,91,0,,,,,
2991,154,0,,,,,
2992,174,0,,,,,
2993,125,0,,,,,
2994,154,0,,,,,
2995,45,0,,,,,
2996,-41,0,,,,,
2997,21,0,,,,,
2998,52,0,,,,,
2999,2,0,,,,,
3000,-83,0,,,,,
3001,-86,0,,,,,
3002,-68,0,,,,,
3003,27,0,,,,,
3004,8,0,,,,,
3005,-8,0,,,,,
3006,37,0,,,,,
3007,-2,0,,,,,
3008,121,0,,,,,
3009,143,0,,,,,
3010,-72,0,,,,,
3011,-141,0,,,,,
3012,34,0,,,,,
3013,36,0,,,,,
3014,-68,0,,,,,
3015,-266,0,,,,,
3016,-431,0,,,,,
3017,-346,0,,,,,
3018,-246,0,,,,,
3019,-302,0,,,,,
3020,-440,0,,,,,
3021,-531,0,,,,,
3022,-453,0,,,,,
3023,-329,0,,,,,
3024,-283,0,,,,,
3025,-321,0,,,,,
3026,-192,0,,,,,
3027,-179,0,,,,,
3028,13,0,,,,,
3029,75,0,,,,,
3030,-9,0,,,,,
3031,-102,0,,,,,
3032,-183,0,,,,,
3033,-106,0,,,,,
3034,-153,0,,,,,
3035,-217,0,,,,,
3036,-100,0,,,,,
3037,-140,0,,,,,
3038,-97,0,,,,,
3039,78,0,,,,,
3040,88,0,,,,,
3041,58,0,,,,,
3042,59,0,,,,,
3043,72,0,,,,,
3044,219,0,,,,,
3045,352,0,,,,,
3046,347,0,,,,,
3047,229,0,,,,,
3048,154,0,,,,,
3049,158,0,,,,,
3050,266,0,,,,,
3051,182,0,,,,,
3052,131,0,,,,,
3053,26,0,,,,,
3054,-34,0,,,,,
3055,20,0,,,,,
3056,-13,0,,,,,
3057,-68,0,,,,,
3058,-63,0,,,,,
3059,19,0,,,,,
3060,-29,0,,,,,
3061,141,0,,,,,
3062,148,0,,,,,
3063,19,0,,,,,
3064,-239,0,,,,,
3065,-356,0,,,,,
3066,-414,0,,,,,
3067,-356,0,,,,,
3068,-596,0,,,,,
3069,-779,0,,,,,
3070,-830,0,,,,,
3071,-717,0,,,,,
3072,-471,0,,,,,
3073,-34,0,,,,,
3074,211,0,,,,,
3075,420,0,,,,,
3076,536,0,,,,,
3077,431,0,,,,,
3078,98,0,,,,,
3079,77,0,,,,,
3080,-210,0,,,,,
3081,-549,0,,,,,
3082,-648,0,,,,,
3083,-508,0,,,,,
3084,-508,0,,,,,
3085,-312,0,,,,,
3086,-7,0,,,,,
3087,250,0,,,,,
3088,545,0,,,,,
3089,521,0,,,,,
3090,408,0,,,,,
3091,624,0,,,,,
3092,503,0,,,,,
3093,109,0,,,,,
3094,81,0,,,,,
3095,-97,0,,,,,
3096,-107,0,,,,,
3097,-69,0,,,,,
3098,-156,0,,,,,
3099,-227,0,,,,,
3100,-10,0,,,,,
3101,-91,0,,,,,
3102,29,0,,,,,
3103,452,0,,,,,
3104,336,0,,,,,
3105,13,0,,,,,
3106,202,0,,,,,
3107,246,0,,,,,
3108,9,0,,,,,
3109,28,0,,,,,
3110,10,0,,,,,
3111,-194,0,,,,,
3112,-217,0,,,,,
3113,-361,0,,,,,
3114,-476,0,,,,,
3115,-583,0,,,,,
3116,-756,0,,,,,
3117,-790,0,,,,,
3118,-512,0,,,,,
3119,-332,0,,,,,
3120,-456,0,,,,,
3121,-30,0,,,,,
3122,202,0,,,,,
3123,-156,0,,,,,
3124,-312,0,,,,,
3125,-312,0,,,,,
3126,-572,0,,,,,
3127,-652,0,,,,,
3128,-724,0,,,,,
3129,-798,0,,,,,
3130,-936,0,,,,,
3131,-779,0,,,,,
3132,-373,0,,,,,
3133,-218,0,,,,,
3134,-155,0,,,,,
3135,-214,0,,,,,
3136,-293,0,,,,,
3137,-254,0,,,,,
3138,-52,0,,,,,
3139,21,0,,,,,
3140,-374,0,,,,,
3141,-421,0,,,,,
3142,-174,0,,,,,
3143,-393,0,,,,,
3144,-537,0,,,,,
3145,-255,0,,,,,
3146,-33,0,,,,,
3147,-22,0,,,,,
3148,-387,0,,,,,
3149,-473,0,,,,,
3150,-204,0,,,,,
3151,16,0,,,,,
3152,-58,0,,,,,
3153,-342,0,,,,,
3154,-213,0,,,,,
3155,127,0,,,,,
3156,269,0,,,,,
3157,326,0,,,,,
3158,308,0,,,,,
3159,201,0,,,,,
3160,256,0,,,,,
3161,176,0,,,,,
3162,18,0,,,,,
3163,58,0,,,,,
3164,-4,0,,,,,
3165,-147,0,,,,,
3166,-89,0,,,,,
3167,-157,0,,,,,
3168,-120,0,,,,,
3169,-83,0,,,,,
3170,-340,0,,,,,
3171,-375,0,,,,,
3172,169,0,,,,,
3173,604,0,,,,,
3174,450,0,,,,,
3175,269,0,,,,,
3176,444,0,,,,,
3177,497,0,,,,,
3178,484,0,,,,,
3179,716,0,,,,,
3180,675,0,,,,,
3181,389,0,,,,,
3182,239,0,,,,,
3183,401,0,,,,,
3184,596,0,,,,,
3185,584,0,,,,,
3186,486,0,,,,,
3187,292,0,,,,,
3188,350,0,,,,,
3189,431,0,,,,,
3190,382,0,,,,,
3191,321,0,,,,,
3192,459,0,,,,,
3193,478,0,,,,,
3194,393,0,,,,,
3195,512,0,,,,,
3196,277,0,,,,,
3197,38,0,,,,,
3198,296,0,,,,,
3199,309,0,,,,,
3200,32,0,,,,,
3201,-61,0,,,,,
3202,551,0,,,,,
3203,650,0,,,,,
3204,-75,0,,,,,
3205,-534,0,,,,,
3206,176,0,,,,,
3207,850,0,,,,,
3208,252,0,,,,,
3209,-680,0,,,,,
3210,-657,0,,,,,
3211,-226,0,,,,,
3212,-437,0,,,,,
3213,-1237,0,,,,,
3214,-1273,0,,,,,
3215,-752,0,,,,,
3216,-858,0,,,,,
3217,-1035,0,,,,,
3218,-445,0,,,,,
3219,47,0,,,,,
3220,55,0,,,,,
3221,-235,0,,,,,
3222,-134,0,,,,,
3223,373,0,,,,,
3224,664,0,,,,,
3225,126,0,,,,,
3226,-617,0,,,,,
3227,-792,0,,,,,
3228,-505,0,,,,,
3229,-173,0,,,,,
3230,554,0,,,,,
3231,687,0,,,,,
3232,586,0,,,,,
3233,549,0,,,,,
3234,774,0,,,,,
3235,1845,0,,,,,
3236,2256,0,,,,,
3237,1456,0,,,,,
3238,609,0,,,,,
3239,-10,0,,,,,
3240,329,0,,,,,
3241,384,0,,,,,
3242,-96,0,,,,,
3243,-626,0,,,,,
3244,-1128,0,,,,,
3245,-899,0,,,,,
3246,-873,0,,,,,
3247,-628,0,,,,,
3248,-121,0,,,,,
3249,-458,0,,,,,
3250,-958,0,,,,,
3251,-739,0,,,,,
3252,-547,0,,,,,
3253,-266,0,,,,,
3254,-302,0,,,,,
3255,-569,0,,,,,
3256,-1020,0,,,,,
3257,-675,0,,,,,
3258,-733,0,,,,,
3259,-531,0,,,,,
3260,-632,0,,,,,
3261,-1140,0,,,,,
3262,-1155,0,,,,,
3263,-797,0,,,,,
3264,-207,0,,,,,
3265,-575,0,,,,,
3266,-831,0,,,,,
3267,-745,0,,,,,
3268,-827,0,,,,,
3269,-681,0,,,,,
3270,-476,0,,,,,
3271,-534,0,,,,,
3272,-1023,0,,,,,
3273,-892,0,,,,,
3274,-1003,0,,,,,
3275,-559,0,,,,,
3276,-736,0,,,,,
3277,-991,0,,,,,
3278,-822,0,,,,,
3279,-794,0,,,,,
3280,-500,0,,,,,
3281,-386,0,,,,,
3282,-402,0,,,,,
3283,-448,0,,,,,
3284,-412,0,,,,,
3285,-835,0,,,,,
3286,-614,0,,,,,
3287,-729,0,,,,,
3288,-997,0,,,,,
3289,-910,0,,,,,
3290,-893,0,,,,,
3291,-188,0,,,,,
3292,-117,0,,,,,
3293,-375,0,,,,,
3294,-270,0,,,,,
3295,100,0,,,,,
3296,315,0,,,,,
3297,42,0,,,,,
3298,-101,0,,,,,
3299,-374,0,,,,,
3300,-380,0,,,,,
3301,125,0,,,,,
3302,-256,0,,,,,
3303,218,0,,,,,
3304,-86,0,,,,,
3305,169,0,,,,,
3306,356,0,,,,,
3307,429,0,,,,,
3308,809,0,,,,,
3309,-133,0,,,,,
3310,664,0,,,,,
3311,404,0,,,,,
3312,494,0,,,,,
3313,844,0,,,,,
3314,3,0,,,,,
3315,-64,0,,,,,
3316,385,0,,,,,
3317,63,0,,,,,
3318,219,0,,,,,
3319,41,0,,,,,
3320,-54,0,,,,,
3321,10,0,,,,,
3322,641,0,,,,,
3323,337,0,,,,,
3324,403,0,,,,,
3325,79,0,,,,,
3326,-170,0,,,,,
3327,136,0,,,,,
3328,138,0,,,,,
3329,-124,0,,,,,
3330,235,0,,,,,
3331,40,0,,,,,
3332,-43,0,,,,,
3333,671,0,,,,,
3334,197,0,,,,,
3335,340,0,,,,,
3336,449,0,,,,,
3337,189,0,,,,,
3338,395,0,,,,,
3339,996,0,,,,,
3340,1054,0,,,,,
3341,-315,0,,,,,
3342,238,0,,,,,
3343,-14,0,,,,,
3344,543,0,,,,,
3345,445,0,,,,,
3346,25,0,,,,,
3347,216,0,,,,,
3348,297,0,,,,,
3349,555,0,,,,,
3350,966,0,,,,,
3351,547,0,,,,,
3352,-47,0,,,,,
3353,485,0,,,,,
3354,767,0,,,,,
3355,180,0,,,,,
3356,-111,0,,,,,
3357,2,0,,,,,
3358,-93,0,,,,,
3359,918,0,,,,,
3360,103,0,,,,,
3361,93,0,,,,,
3362,283,0,,,,,
3363,391,0,,,,,
3364,257,0,,,,,
3365,-354,0,,,,,
3366,-317,0,,,,,
3367,172,0,,,,,
3368,-241,0,,,,,
3369,-496,0,,,,,
3370,-909,0,,,,,
3371,-348,0,,,,,
3372,-605,0,,,,,
3373,-457,0,,,,,
3374,-269,0,,,,,
3375,-425,0,,,,,
3376,-595,0,,,,,
3377,-298,0,,,,,
3378,-297,0,,,,,
3379,-486,0,,,,,
3380,677,0,,,,,
3381,-1139,0,,,,,
3382,-1104,0,,,,,
3383,-769,0,,,,,
3384,-473,0,,,,,
3385,-226,0,,,,,
3386,-455,0,,,,,
3387,-352,0,,,,,
3388,-1225,0,,,,,
3389,-944,0,,,,,
3390,312,0,,,,,
3391,-579,0,,,,,
3392,-1161,0,,,,,
3393,-664,0,,,,,
3394,-551,0,,,,,
3395,303,0,,,,,
3396,-505,0,,,,,
3397,-837,0,,,,,
3398,-471,0,,,,,
3399,188,0,,,,,
3400,103,0,,,,,
3401,564,0,,,,,
3402,581,0,,,,,
3403,-630,0,,,,,
3404,173,0,,,,,
3405,-418,0,,,,,
3406,611,0,,,,,
3407,699,0,,,,,
3408,387,0,,,,,
3409,70,0,,,,,
3410,304,0,,,,,
3411,1207,0,,,,,
3412,514,0,,,,,
