sample,re,im,,,,,
1187,-197,0,,,,,
1188,-263,0,,,,,
1189,-196,0,,,,,
1190,-157,0,,,,,
1191,-77,0,,,,,
1192,46,0,,,,,
1193,111,0,,,,,
1194,151,0,,,,,
1195,79,0,,,,,
1196,93,0,,,,,
1197,224,0,,,,,
1198,231,0,,,,,
1199,234,0,,,,,
1200,371,0,,,,,
1201,432,0,,,,,
1202,467,0,,,,,
1203,472,0,,,,,
1204,492,0,,,,,
1205,503,0,,,,,
1206,452,0,,,,,
1207,476,0,,,,,
1208,527,0,,,,,
1209,670,0,,,,,
1210,767,0,,,,,
1211,720,0,,,,,
1212,577,0,,,,,
1213,594,0,,,,,
1214,604,0,,,,,
1215,593,0,,,,,
1216,523,0,,,,,
1217,455,0,,,,,
1218,492,0,,,,,
1219,544,0,,,,,
1220,579,0,,,,,
1221,550,0,,,,,
1222,527,0,,,,,
1223,393,0,,,,,
1224,353,0,,,,,
1225,352,0,,,,,
1226,315,0,,,,,
1227,198,0,,,,,
1228,207,0,,,,,
1229,234,0,,,,,
1230,209,0,,,,,
1231,122,0,,,,,
1232,128,0,,,,,
1233,188,0,,,,,
1234,176,0,,,,,
1235,142,0,,,,,
1236,46,0,,,,,
1237,73,0,,,,,
1238,162,0,,,,,
1239,250,0,,,,,
1240,201,0,,,,,
1241,173,0,,,,,
1242,185,0,,,,,
1243,140,0,,,,,
1244,154,0,,,,,
1245,63,0,,,,,
1246,38,0,,,,,
1247,37,0,,,,,
1248,83,0,,,,,
1249,100,0,,,,,
1250,25,0,,,,,
1251,-76,0,,,,,
1252,-92,0,,,,,
1253,-114,0,,,,,
1254,-241,0,,,,,
1255,-392,0,,,,,
1256,-442,0,,,,,
1257,-366,0,,,,,
1258,-399,0,,,,,
1259,-508,0,,,,,
1260,-514,0,,,,,
1261,-448,0,,,,,
1262,-428,0,,,,,
1263,-538,0,,,,,
1264,-623,0,,,,,
1265,-650,0,,,,,
1266,-595,0,,,,,
1267,-560,0,,,,,
1268,-656,0,,,,,
1269,-707,0,,,,,
1270,-756,0,,,,,
1271,-764,0,,,,,
1272,-781,0,,,,,
1273,-713,0,,,,,
1274,-649,0,,,,,
1275,-657,0,,,,,
1276,-644,0,,,,,
1277,-652,0,,,,,
1278,-621,0,,,,,
1279,-641,0,,,,,
1280,-648,0,,,,,
1281,-610,0,,,,,
1282,-624,0,,,,,
1283,-610,0,,,,,
1284,-595,0,,,,,
1285,-609,0,,,,,
1286,-646,0,,,,,
1287,-769,0,,,,,
1288,-906,0,,,,,
1289,-985,0,,,,,
1290,-940,0,,,,,
1291,-880,0,,,,,
1292,-955,0,,,,,
1293,-1055,0,,,,,
1294,-1061,0,,,,,
1295,-1055,0,,,,,
1296,-1065,0,,,,,
1297,-1159,0,,,,,
1298,-1232,0,,,,,
1299,-1189,0,,,,,
1300,-1099,0,,,,,
1301,-1021,0,,,,,
1302,-924,0,,,,,
1303,-920,0,,,,,
1304,-888,0,,,,,
1305,-869,0,,,,,
1306,-824,0,,,,,
1307,-767,0,,,,,
1308,-698,0,,,,,
1309,-596,0,,,,,
1310,-580,0,,,,,
1311,-511,0,,,,,
1312,-496,0,,,,,
1313,-365,0,,,,,
1314,-206,0,,,,,
1315,-165,0,,,,,
1316,-103,0,,,,,
1317,-138,0,,,,,
1318,-55,0,,,,,
1319,88,0,,,,,
1320,172,0,,,,,
1321,198,0,,,,,
1322,210,0,,,,,
1323,280,0,,,,,
1324,280,0,,,,,
1325,240,0,,,,,
1326,277,0,,,,,
1327,367,0,,,,,
1328,429,0,,,,,
1329,314,0,,,,,
1330,361,0,,,,,
1331,365,0,,,,,
1332,367,0,,,,,
1333,371,0,,,,,
1334,271,0,,,,,
1335,273,0,,,,,
1336,268,0,,,,,
1337,226,0,,,,,
1338,164,0,,,,,
1339,197,0,,,,,
1340,218,0,,,,,
1341,192,0,,,,,
1342,176,0,,,,,
1343,250,0,,,,,
1344,351,0,,,,,
1345,438,0,,,,,
1346,566,0,,,,,
1347,740,0,,,,,
1348,698,0,,,,,
1349,712,0,,,,,
1350,809,0,,,,,
1351,904,0,,,,,
1352,966,0,,,,,
1353,776,0,,,,,
1354,664,0,,,,,
1355,685,0,,,,,
1356,696,0,,,,,
1357,735,0,,,,,
1358,793,0,,,,,
1359,681,0,,,,,
1360,599,0,,,,,
1361,554,0,,,,,
1362,420,0,,,,,
1363,382,0,,,,,
1364,357,0,,,,,
1365,344,0,,,,,
1366,374,0,,,,,
1367,279,0,,,,,
1368,105,0,,,,,
1369,36,0,,,,,
1370,-12,0,,,,,
1371,2,0,,,,,
1372,-18,0,,,,,
1373,-6,0,,,,,
1374,-14,0,,,,,
1375,-45,0,,,,,
1376,-136,0,,,,,
1377,-151,0,,,,,
1378,-139,0,,,,,
1379,-129,0,,,,,
1380,-145,0,,,,,
1381,-178,0,,,,,
1382,-193,0,,,,,
1383,-188,0,,,,,
1384,-232,0,,,,,
1385,-228,0,,,,,
1386,-270,0,,,,,
1387,-317,0,,,,,
1388,-271,0,,,,,
1389,-261,0,,,,,
1390,-76,0,,,,,
1391,34,0,,,,,
1392,-15,0,,,,,
1393,10,0,,,,,
1394,118,0,,,,,
1395,98,0,,,,,
1396,145,0,,,,,
1397,199,0,,,,,
1398,219,0,,,,,
1399,172,0,,,,,
1400,121,0,,,,,
1401,88,0,,,,,
1402,86,0,,,,,
1403,182,0,,,,,
1404,272,0,,,,,
1405,347,0,,,,,
1406,383,0,,,,,
1407,407,0,,,,,
1408,507,0,,,,,
1409,562,0,,,,,
1410,461,0,,,,,
1411,380,0,,,,,
1412,450,0,,,,,
1413,517,0,,,,,
1414,518,0,,,,,
1415,400,0,,,,,
1416,353,0,,,,,
1417,419,0,,,,,
1418,443,0,,,,,
1419,412,0,,,,,
1420,433,0,,,,,
1421,502,0,,,,,
1422,476,0,,,,,
1423,361,0,,,,,
1424,228,0,,,,,
1425,218,0,,,,,
1426,176,0,,,,,
1427,141,0,,,,,
1428,135,0,,,,,
1429,157,0,,,,,
1430,179,0,,,,,
1431,136,0,,,,,
1432,213,0,,,,,
1433,218,0,,,,,
1434,161,0,,,,,
1435,116,0,,,,,
1436,41,0,,,,,
1437,32,0,,,,,
1438,4,0,,,,,
1439,-40,0,,,,,
1440,-95,0,,,,,
1441,-195,0,,,,,
1442,-268,0,,,,,
1443,-318,0,,,,,
1444,-306,0,,,,,
1445,-276,0,,,,,
1446,-316,0,,,,,
1447,-293,0,,,,,
1448,-350,0,,,,,
1449,-302,0,,,,,
1450,-255,0,,,,,
1451,-314,0,,,,,
1452,-515,0,,,,,
1453,-542,0,,,,,
1454,-457,0,,,,,
1455,-432,0,,,,,
1456,-462,0,,,,,
1457,-425,0,,,,,
1458,-369,0,,,,,
1459,-222,0,,,,,
1460,-160,0,,,,,
1461,-174,0,,,,,
1462,-125,0,,,,,
1463,-63,0,,,,,
1464,-81,0,,,,,
1465,-168,0,,,,,
1466,-156,0,,,,,
1467,-199,0,,,,,
1468,-212,0,,,,,
1469,-165,0,,,,,
1470,-139,0,,,,,
1471,-129,0,,,,,
1472,-135,0,,,,,
1473,-91,0,,,,,
1474,-140,0,,,,,
1475,-235,0,,,,,
1476,-291,0,,,,,
1477,-277,0,,,,,
1478,-235,0,,,,,
1479,-322,0,,,,,
1480,-299,0,,,,,
1481,-239,0,,,,,
1482,-300,0,,,,,
1483,-320,0,,,,,
1484,-405,0,,,,,
1485,-377,0,,,,,
1486,-352,0,,,,,
1487,-393,0,,,,,
1488,-455,0,,,,,
1489,-493,0,,,,,
1490,-526,0,,,,,
1491,-594,0,,,,,
1492,-644,0,,,,,
1493,-575,0,,,,,
1494,-402,0,,,,,
1495,-395,0,,,,,
1496,-409,0,,,,,
1497,-263,0,,,,,
1498,-113,0,,,,,
1499,-48,0,,,,,
1500,-25,0,,,,,
1501,18,0,,,,,
1502,156,0,,,,,
1503,173,0,,,,,
1504,152,0,,,,,
1505,239,0,,,,,
1506,207,0,,,,,
1507,90,0,,,,,
1508,72,0,,,,,
1509,154,0,,,,,
1510,261,0,,,,,
1511,220,0,,,,,
1512,146,0,,,,,
1513,141,0,,,,,
1514,107,0,,,,,
1515,-3,0,,,,,
1516,-49,0,,,,,
1517,-49,0,,,,,
1518,-16,0,,,,,
1519,-22,0,,,,,
1520,-6,0,,,,,
1521,-13,0,,,,,
1522,-32,0,,,,,
1523,17,0,,,,,
1524,-3,0,,,,,
1525,-124,0,,,,,
1526,-194,0,,,,,
1527,-161,0,,,,,
1528,-254,0,,,,,
1529,-384,0,,,,,
1530,-491,0,,,,,
1531,-482,0,,,,,
1532,-428,0,,,,,
1533,-479,0,,,,,
1534,-624,0,,,,,
1535,-626,0,,,,,
1536,-599,0,,,,,
1537,-549,0,,,,,
1538,-505,0,,,,,
1539,-517,0,,,,,
1540,-549,0,,,,,
1541,-616,0,,,,,
1542,-637,0,,,,,
1543,-603,0,,,,,
1544,-476,0,,,,,
1545,-414,0,,,,,
1546,-297,0,,,,,
1547,-276,0,,,,,
1548,-329,0,,,,,
1549,-387,0,,,,,
1550,-361,0,,,,,
1551,-296,0,,,,,
1552,-279,0,,,,,
1553,-411,0,,,,,
1554,-490,0,,,,,
1555,-521,0,,,,,
1556,-500,0,,,,,
1557,-491,0,,,,,
1558,-442,0,,,,,
1559,-323,0,,,,,
1560,-201,0,,,,,
1561,-182,0,,,,,
1562,-78,0,,,,,
1563,-83,0,,,,,
1564,-197,0,,,,,
1565,-215,0,,,,,
1566,-152,0,,,,,
1567,1,0,,,,,
1568,45,0,,,,,
1569,-15,0,,,,,
1570,1,0,,,,,
1571,3,0,,,,,
1572,35,0,,,,,
1573,87,0,,,,,
1574,78,0,,,,,
1575,137,0,,,,,
1576,247,0,,,,,
1577,195,0,,,,,
1578,167,0,,,,,
1579,254,0,,,,,
1580,272,0,,,,,
1581,366,0,,,,,
1582,412,0,,,,,
1583,372,0,,,,,
1584,354,0,,,,,
1585,375,0,,,,,
1586,341,0,,,,,
1587,345,0,,,,,
1588,276,0,,,,,
1589,210,0,,,,,
1590,170,0,,,,,
1591,202,0,,,,,
1592,224,0,,,,,
1593,181,0,,,,,
1594,122,0,,,,,
1595,85,0,,,,,
1596,102,0,,,,,
1597,149,0,,,,,
1598,80,0,,,,,
1599,33,0,,,,,
1600,79,0,,,,,
1601,171,0,,,,,
1602,231,0,,,,,
1603,293,0,,,,,
1604,400,0,,,,,
1605,389,0,,,,,
1606,381,0,,,,,
1607,472,0,,,,,
1608,492,0,,,,,
1609,594,0,,,,,
1610,667,0,,,,,
1611,670,0,,,,,
1612,596,0,,,,,
1613,425,0,,,,,
1614,299,0,,,,,
1615,391,0,,,,,
1616,421,0,,,,,
1617,347,0,,,,,
1618,256,0,,,,,
1619,277,0,,,,,
1620,438,0,,,,,
1621,507,0,,,,,
1622,467,0,,,,,
1623,430,0,,,,,
1624,406,0,,,,,
1625,358,0,,,,,
1626,241,0,,,,,
1627,171,0,,,,,
1628,191,0,,,,,
1629,119,0,,,,,
1630,55,0,,,,,
1631,5,0,,,,,
1632,1,0,,,,,
1633,70,0,,,,,
1634,94,0,,,,,
1635,3,0,,,,,
1636,-132,0,,,,,
1637,-190,0,,,,,
1638,-232,0,,,,,
1639,-320,0,,,,,
1640,-319,0,,,,,
1641,-233,0,,,,,
1642,-198,0,,,,,
1643,-284,0,,,,,
1644,-387,0,,,,,
1645,-439,0,,,,,
1646,-450,0,,,,,
1647,-376,0,,,,,
1648,-388,0,,,,,
1649,-439,0,,,,,
1650,-325,0,,,,,
1651,-152,0,,,,,
1652,-123,0,,,,,
1653,-174,0,,,,,
1654,-199,0,,,,,
1655,-164,0,,,,,
1656,-173,0,,,,,
1657,-127,0,,,,,
1658,-66,0,,,,,
1659,12,0,,,,,
1660,46,0,,,,,
1661,-1,0,,,,,
1662,9,0,,,,,
1663,3,0,,,,,
1664,25,0,,,,,
1665,51,0,,,,,
1666,-10,0,,,,,
1667,-205,0,,,,,
1668,-257,0,,,,,
1669,-186,0,,,,,
1670,-159,0,,,,,
1671,-211,0,,,,,
1672,-263,0,,,,,
1673,-224,0,,,,,
1674,-179,0,,,,,
1675,-134,0,,,,,
1676,-63,0,,,,,
1677,0,0,,,,,
1678,55,0,,,,,
1679,-1,0,,,,,
1680,97,0,,,,,
1681,272,0,,,,,
1682,237,0,,,,,
1683,172,0,,,,,
1684,210,0,,,,,
1685,339,0,,,,,
1686,314,0,,,,,
1687,188,0,,,,,
1688,103,0,,,,,
1689,230,0,,,,,
1690,308,0,,,,,
1691,224,0,,,,,
1692,99,0,,,,,
1693,65,0,,,,,
1694,62,0,,,,,
1695,48,0,,,,,
1696,22,0,,,,,
1697,5,0,,,,,
1698,83,0,,,,,
1699,91,0,,,,,
1700,203,0,,,,,
1701,179,0,,,,,
1702,-3,0,,,,,
1703,-169,0,,,,,
1704,-174,0,,,,,
1705,-151,0,,,,,
1706,-172,0,,,,,
1707,-219,0,,,,,
1708,-327,0,,,,,
1709,-329,0,,,,,
1710,-304,0,,,,,
1711,-434,0,,,,,
1712,-477,0,,,,,
1713,-553,0,,,,,
1714,-504,0,,,,,
1715,-434,0,,,,,
1716,-398,0,,,,,
1717,-362,0,,,,,
1718,-257,0,,,,,
1719,-267,0,,,,,
1720,-326,0,,,,,
1721,-263,0,,,,,
1722,-291,0,,,,,
1723,-364,0,,,,,
1724,-284,0,,,,,
1725,-222,0,,,,,
1726,-248,0,,,,,
1727,-308,0,,,,,
1728,-277,0,,,,,
1729,-337,0,,,,,
1730,-330,0,,,,,
1731,-317,0,,,,,
1732,-320,0,,,,,
1733,-171,0,,,,,
1734,-54,0,,,,,
1735,-59,0,,,,,
1736,-128,0,,,,,
1737,-137,0,,,,,
1738,-78,0,,,,,
1739,57,0,,,,,
1740,105,0,,,,,
1741,42,0,,,,,
1742,49,0,,,,,
1743,118,0,,,,,
1744,143,0,,,,,
1745,157,0,,,,,
1746,79,0,,,,,
1747,132,0,,,,,
1748,160,0,,,,,
1749,144,0,,,,,
1750,113,0,,,,,
1751,86,0,,,,,
1752,34,0,,,,,
1753,-31,0,,,,,
1754,-13,0,,,,,
1755,59,0,,,,,
1756,92,0,,,,,
1757,100,0,,,,,
1758,65,0,,,,,
1759,23,0,,,,,
1760,11,0,,,,,
1761,45,0,,,,,
1762,36,0,,,,,
1763,0,0,,,,,
1764,8,0,,,,,
1765,99,0,,,,,
1766,168,0,,,,,
1767,200,0,,,,,
1768,218,0,,,,,
1769,346,0,,,,,
1770,400,0,,,,,
1771,489,0,,,,,
1772,568,0,,,,,
1773,564,0,,,,,
1774,541,0,,,,,
1775,497,0,,,,,
1776,435,0,,,,,
1777,375,0,,,,,
1778,354,0,,,,,
1779,385,0,,,,,
1780,407,0,,,,,
1781,443,0,,,,,
1782,506,0,,,,,
1783,458,0,,,,,
1784,398,0,,,,,
1785,308,0,,,,,
1786,278,0,,,,,
1787,281,0,,,,,
1788,272,0,,,,,
1789,256,0,,,,,
1790,217,0,,,,,
1791,145,0,,,,,
1792,95,0,,,,,
1793,15,0,,,,,
1794,44,0,,,,,
1795,59,0,,,,,
1796,57,0,,,,,
1797,91,0,,,,,
1798,21,0,,,,,
1799,-25,0,,,,,
1800,-70,0,,,,,
1801,-21,0,,,,,
1802,56,0,,,,,
1803,98,0,,,,,
1804,138,0,,,,,
1805,99,0,,,,,
1806,135,0,,,,,
1807,157,0,,,,,
1808,108,0,,,,,
1809,3,0,,,,,
1810,79,0,,,,,
1811,235,0,,,,,
1812,306,0,,,,,
1813,258,0,,,,,
1814,93,0,,,,,
1815,74,0,,,,,
1816,160,0,,,,,
1817,249,0,,,,,
1818,229,0,,,,,
1819,150,0,,,,,
1820,148,0,,,,,
1821,238,0,,,,,
1822,252,0,,,,,
1823,335,0,,,,,
1824,312,0,,,,,
1825,205,0,,,,,
1826,211,0,,,,,
1827,287,0,,,,,
1828,331,0,,,,,
1829,303,0,,,,,
1830,309,0,,,,,
1831,315,0,,,,,
1832,419,0,,,,,
1833,452,0,,,,,
1834,445,0,,,,,
1835,475,0,,,,,
1836,596,0,,,,,
1837,684,0,,,,,
1838,758,0,,,,,
1839,873,0,,,,,
1840,816,0,,,,,
1841,706,0,,,,,
1842,612,0,,,,,
1843,658,0,,,,,
1844,722,0,,,,,
1845,767,0,,,,,
1846,773,0,,,,,
1847,708,0,,,,,
1848,546,0,,,,,
1849,487,0,,,,,
1850,466,0,,,,,
1851,441,0,,,,,
1852,429,0,,,,,
1853,446,0,,,,,
1854,475,0,,,,,
1855,289,0,,,,,
1856,206,0,,,,,
1857,210,0,,,,,
1858,187,0,,,,,
1859,139,0,,,,,
1860,-6,0,,,,,
1861,-79,0,,,,,
1862,-99,0,,,,,
1863,-187,0,,,,,
1864,-280,0,,,,,
1865,-295,0,,,,,
1866,-154,0,,,,,
1867,-106,0,,,,,
1868,-121,0,,,,,
1869,-87,0,,,,,
1870,-100,0,,,,,
1871,-115,0,,,,,
1872,-106,0,,,,,
1873,-72,0,,,,,
1874,12,0,,,,,
1875,118,0,,,,,
1876,62,0,,,,,
1877,-14,0,,,,,
1878,3,0,,,,,
1879,-23,0,,,,,
1880,-8,0,,,,,
1881,-66,0,,,,,
1882,-146,0,,,,,
1883,-191,0,,,,,
1884,-233,0,,,,,
1885,-96,0,,,,,
1886,-54,0,,,,,
1887,-59,0,,,,,
1888,-191,0,,,,,
1889,-205,0,,,,,
1890,-174,0,,,,,
1891,-133,0,,,,,
1892,-188,0,,,,,
1893,-194,0,,,,,
1894,-103,0,,,,,
1895,-116,0,,,,,
1896,-137,0,,,,,
1897,-184,0,,,,,
1898,-259,0,,,,,
1899,-254,0,,,,,
1900,-223,0,,,,,
1901,-216,0,,,,,
1902,-234,0,,,,,
1903,-159,0,,,,,
1904,-63,0,,,,,
1905,-136,0,,,,,
1906,-206,0,,,,,
1907,-194,0,,,,,
1908,-215,0,,,,,
1909,-162,0,,,,,
1910,-89,0,,,,,
1911,-23,0,,,,,
1912,116,0,,,,,
1913,116,0,,,,,
1914,68,0,,,,,
1915,72,0,,,,,
1916,-13,0,,,,,
1917,-5,0,,,,,
1918,-5,0,,,,,
1919,2,0,,,,,
1920,17,0,,,,,
1921,38,0,,,,,
1922,-21,0,,,,,
1923,-102,0,,,,,
1924,-115,0,,,,,
1925,-128,0,,,,,
1926,-83,0,,,,,
1927,-98,0,,,,,
1928,-138,0,,,,,
1929,-180,0,,,,,
1930,-156,0,,,,,
1931,-123,0,,,,,
1932,-131,0,,,,,
1933,-149,0,,,,,
1934,-227,0,,,,,
1935,-278,0,,,,,
1936,-245,0,,,,,
1937,-170,0,,,,,
1938,-101,0,,,,,
1939,-120,0,,,,,
1940,-224,0,,,,,
1941,-251,0,,,,,
1942,-125,0,,,,,
1943,10,0,,,,,
1944,32,0,,,,,
1945,12,0,,,,,
1946,-28,0,,,,,
1947,26,0,,,,,
1948,51,0,,,,,
1949,44,0,,,,,
1950,33,0,,,,,
1951,100,0,,,,,
1952,113,0,,,,,
1953,223,0,,,,,
1954,318,0,,,,,
1955,272,0,,,,,
1956,296,0,,,,,
1957,371,0,,,,,
1958,440,0,,,,,
1959,410,0,,,,,
1960,325,0,,,,,
1961,262,0,,,,,
1962,175,0,,,,,
1963,109,0,,,,,
1964,135,0,,,,,
1965,63,0,,,,,
1966,30,0,,,,,
1967,32,0,,,,,
1968,44,0,,,,,
1969,140,0,,,,,
1970,61,0,,,,,
1971,7,0,,,,,
1972,78,0,,,,,
1973,76,0,,,,,
1974,37,0,,,,,
1975,33,0,,,,,
1976,21,0,,,,,
1977,-7,0,,,,,
1978,-10,0,,,,,
1979,-157,0,,,,,
1980,-97,0,,,,,
1981,12,0,,,,,
1982,-14,0,,,,,
1983,-91,0,,,,,
1984,-190,0,,,,,
1985,-235,0,,,,,
1986,-193,0,,,,,
1987,-277,0,,,,,
1988,-478,0,,,,,
1989,-546,0,,,,,
1990,-486,0,,,,,
1991,-479,0,,,,,
1992,-447,0,,,,,
1993,-352,0,,,,,
1994,-277,0,,,,,
1995,-396,0,,,,,
1996,-486,0,,,,,
1997,-541,0,,,,,
1998,-505,0,,,,,
1999,-376,0,,,,,
2000,-323,0,,,,,
2001,-372,0,,,,,
2002,-526,0,,,,,
2003,-679,0,,,,,
2004,-729,0,,,,,
2005,-698,0,,,,,
2006,-693,0,,,,,
2007,-702,0,,,,,
2008,-719,0,,,,,
2009,-585,0,,,,,
2010,-506,0,,,,,
2011,-426,0,,,,,
2012,-352,0,,,,,
2013,-272,0,,,,,
2014,-265,0,,,,,
2015,-382,0,,,,,
2016,-369,0,,,,,
2017,-199,0,,,,,
2018,-142,0,,,,,
2019,-253,0,,,,,
2020,-238,0,,,,,
2021,-225,0,,,,,
2022,-215,0,,,,,
2023,-278,0,,,,,
2024,-357,0,,,,,
2025,-335,0,,,,,
2026,-170,0,,,,,
2027,-78,0,,,,,
2028,6,0,,,,,
2029,-22,0,,,,,
2030,-67,0,,,,,
2031,-34,0,,,,,
2032,-56,0,,,,,
2033,-6,0,,,,,
2034,-22,0,,,,,
2035,13,0,,,,,
2036,86,0,,,,,
2037,108,0,,,,,
2038,112,0,,,,,
2039,118,0,,,,,
2040,142,0,,,,,
2041,245,0,,,,,
2042,427,0,,,,,
2043,519,0,,,,,
2044,536,0,,,,,
2045,535,0,,,,,
2046,533,0,,,,,
2047,653,0,,,,,
2048,682,0,,,,,
2049,746,0,,,,,
2050,788,0,,,,,
2051,838,0,,,,,
2052,910,0,,,,,
2053,872,0,,,,,
2054,711,0,,,,,
2055,602,0,,,,,
2056,575,0,,,,,
2057,455,0,,,,,
2058,342,0,,,,,
2059,191,0,,,,,
2060,120,0,,,,,
2061,4,0,,,,,
2062,-106,0,,,,,
2063,-142,0,,,,,
2064,-198,0,,,,,
2065,-232,0,,,,,
2066,-296,0,,,,,
2067,-275,0,,,,,
2068,-344,0,,,,,
2069,-430,0,,,,,
2070,-530,0,,,,,
2071,-563,0,,,,,
2072,-600,0,,,,,
2073,-645,0,,,,,
2074,-744,0,,,,,
2075,-818,0,,,,,
2076,-798,0,,,,,
2077,-803,0,,,,,
2078,-791,0,,,,,
2079,-715,0,,,,,
2080,-646,0,,,,,
2081,-639,0,,,,,
2082,-520,0,,,,,
2083,-433,0,,,,,
2084,-349,0,,,,,
2085,-287,0,,,,,
2086,-267,0,,,,,
2087,-274,0,,,,,
2088,-219,0,,,,,
2089,-141,0,,,,,
2090,-69,0,,,,,
2091,-4,0,,,,,
2092,45,0,,,,,
2093,83,0,,,,,
2094,26,0,,,,,
2095,61,0,,,,,
2096,30,0,,,,,
2097,-44,0,,,,,
2098,-103,0,,,,,
2099,-129,0,,,,,
2100,-141,0,,,,,
2101,-219,0,,,,,
2102,-329,0,,,,,
2103,-322,0,,,,,
2104,-361,0,,,,,
2105,-437,0,,,,,
2106,-477,0,,,,,
2107,-396,0,,,,,
2108,-278,0,,,,,
2109,-267,0,,,,,
2110,-223,0,,,,,
2111,-142,0,,,,,
2112,-108,0,,,,,
2113,-38,0,,,,,
2114,-2,0,,,,,
2115,54,0,,,,,
2116,54,0,,,,,
2117,4,0,,,,,
2118,-65,0,,,,,
2119,-88,0,,,,,
2120,2,0,,,,,
2121,-12,0,,,,,
2122,-1,0,,,,,
2123,13,0,,,,,
2124,3,0,,,,,
2125,-4,0,,,,,
2126,59,0,,,,,
2127,171,0,,,,,
2128,165,0,,,,,
2129,125,0,,,,,
2130,78,0,,,,,
2131,-1,0,,,,,
2132,-44,0,,,,,
2133,-1,0,,,,,
2134,34,0,,,,,
2135,-13,0,,,,,
2136,-1,0,,,,,
2137,-37,0,,,,,
2138,-48,0,,,,,
2139,-9,0,,,,,
2140,20,0,,,,,
2141,-51,0,,,,,
2142,-174,0,,,,,
2143,-300,0,,,,,
2144,-406,0,,,,,
2145,-392,0,,,,,
2146,-245,0,,,,,
2147,-140,0,,,,,
2148,-188,0,,,,,
2149,-147,0,,,,,
2150,-75,0,,,,,
2151,-30,0,,,,,
2152,-23,0,,,,,
2153,8,0,,,,,
2154,7,0,,,,,
2155,183,0,,,,,
2156,284,0,,,,,
2157,321,0,,,,,
2158,362,0,,,,,
2159,297,0,,,,,
2160,190,0,,,,,
2161,69,0,,,,,
2162,-91,0,,,,,
2163,-233,0,,,,,
2164,-158,0,,,,,
2165,-96,0,,,,,
2166,-161,0,,,,,
2167,-281,0,,,,,
2168,-310,0,,,,,
2169,-226,0,,,,,
2170,-136,0,,,,,
2171,-80,0,,,,,
2172,-42,0,,,,,
2173,-9,0,,,,,
2174,47,0,,,,,
2175,83,0,,,,,
2176,173,0,,,,,
2177,214,0,,,,,
2178,233,0,,,,,
2179,237,0,,,,,
2180,239,0,,,,,
2181,277,0,,,,,
2182,357,0,,,,,
2183,359,0,,,,,
2184,210,0,,,,,
2185,115,0,,,,,
2186,234,0,,,,,
2187,460,0,,,,,
2188,629,0,,,,,
2189,629,0,,,,,
2190,583,0,,,,,
2191,675,0,,,,,
2192,774,0,,,,,
2193,764,0,,,,,
2194,657,0,,,,,
2195,536,0,,,,,
2196,418,0,,,,,
2197,336,0,,,,,
2198,323,0,,,,,
2199,334,0,,,,,
2200,269,0,,,,,
2201,263,0,,,,,
2202,398,0,,,,,
2203,576,0,,,,,
2204,576,0,,,,,
2205,524,0,,,,,
2206,526,0,,,,,
2207,440,0,,,,,
2208,237,0,,,,,
2209,173,0,,,,,
2210,86,0,,,,,
2211,-206,0,,,,,
2212,-390,0,,,,,
2213,-233,0,,,,,
2214,-110,0,,,,,
2215,113,0,,,,,
2216,103,0,,,,,
2217,-106,0,,,,,
2218,-434,0,,,,,
2219,-645,0,,,,,
2220,-684,0,,,,,
2221,-554,0,,,,,
2222,-559,0,,,,,
2223,-415,0,,,,,
2224,-244,0,,,,,
2225,-170,0,,,,,
2226,-115,0,,,,,
2227,-96,0,,,,,
2228,-210,0,,,,,
2229,-203,0,,,,,
2230,-34,0,,,,,
2231,-14,0,,,,,
2232,-5,0,,,,,
2233,126,0,,,,,
2234,260,0,,,,,
2235,303,0,,,,,
2236,235,0,,,,,
2237,188,0,,,,,
2238,149,0,,,,,
2239,177,0,,,,,
2240,125,0,,,,,
2241,100,0,,,,,
2242,40,0,,,,,
2243,85,0,,,,,
2244,63,0,,,,,
2245,24,0,,,,,
2246,22,0,,,,,
2247,120,0,,,,,
2248,79,0,,,,,
2249,70,0,,,,,
2250,108,0,,,,,
2251,169,0,,,,,
2252,176,0,,,,,
2253,19,0,,,,,
2254,-54,0,,,,,
2255,-130,0,,,,,
2256,-162,0,,,,,
2257,-162,0,,,,,
2258,-99,0,,,,,
2259,-128,0,,,,,
2260,-106,0,,,,,
2261,-42,0,,,,,
2262,-126,0,,,,,
2263,-145,0,,,,,
2264,-153,0,,,,,
2265,-44,0,,,,,
2266,41,0,,,,,
2267,48,0,,,,,
2268,94,0,,,,,
2269,107,0,,,,,
2270,152,0,,,,,
2271,231,0,,,,,
2272,185,0,,,,,
2273,199,0,,,,,
2274,212,0,,,,,
2275,104,0,,,,,
2276,107,0,,,,,
2277,230,0,,,,,
2278,382,0,,,,,
2279,446,0,,,,,
2280,351,0,,,,,
2281,290,0,,,,,
2282,318,0,,,,,
2283,285,0,,,,,
2284,247,0,,,,,
2285,211,0,,,,,
2286,130,0,,,,,
2287,161,0,,,,,
2288,216,0,,,,,
2289,263,0,,,,,
2290,237,0,,,,,
2291,113,0,,,,,
2292,44,0,,,,,
2293,125,0,,,,,
2294,134,0,,,,,
2295,199,0,,,,,
2296,171,0,,,,,
2297,-27,0,,,,,
2298,-117,0,,,,,
2299,-52,0,,,,,
2300,0,0,,,,,
2301,154,0,,,,,
2302,243,0,,,,,
2303,243,0,,,,,
2304,217,0,,,,,
2305,173,0,,,,,
2306,93,0,,,,,
